Board 1,Board 2,Board 3,Board 4,Board 5,Board 6,Board 7,Board 8,Board 9,Board 10
29,28,31,33,30,25,27,34,37,35
33,29,32,40,29,29,37,22,32,31
28,35,27,27,26,36,28,35,34,32
27,30,25,26,29,33,32,29,30,35
25,31,25,36,29,35,34,35,25,30
30,26,32,29,26,23,33,30,25,31
24,21,28,32,27,35,30,29,33,32
38,30,32,36,37,35,27,27,30,42
26,29,29,30,30,28,29,23,28,29
29,33,28,31,31,39,27,24,30,41
40,28,40,35,25,33,24,29,26,28
30,24,32,31,31,38,27,29,33,32
46,26,19,45,29,27,30,38,29,33
26,28,33,37,38,31,29,30,29,36
25,22,33,44,30,29,28,24,26,32
28,31,31,36,31,36,26,26,31,28
25,20,41,32,24,36,24,28,36,44
43,36,31,35,24,22,37,34,36,24
32,32,34,32,31,27,35,25,31,45
27,32,34,40,31,36,28,27,27,34
48,26,33,39,31,26,24,31,32,40
27,27,23,33,34,31,25,28,33,51
33,28,35,29,35,40,28,32,32,42
27,28,26,30,29,27,24,32,29,28
27,33,39,27,34,38,28,30,38,43
38,25,27,27,35,30,32,24,27,39
34,31,41,25,32,32,35,33,30,39
31,30,29,29,25,32,30,24,27,27
32,25,24,47,36,37,26,29,29,37
34,26,27,45,40,34,25,30,27,48
23,29,31,33,23,34,32,30,30,39
34,37,29,32,33,45,42,25,24,26
34,27,29,49,34,32,26,25,33,26
29,27,29,27,27,28,24,29,30,37
27,30,39,33,32,32,42,26,28,35
27,32,27,34,28,30,28,25,28,34
26,27,30,25,28,32,32,32,23,29
34,22,30,37,28,27,22,27,38,32
33,28,35,27,33,28,38,28,32,40
41,29,26,33,30,29,27,25,29,30
25,27,28,27,29,52,24,26,25,35
25,45,32,42,32,26,26,24,39,25
33,29,29,23,36,33,28,29,30,30
34,28,26,36,28,21,40,39,28,38
28,30,29,30,29,30,29,29,31,29
43,25,23,36,30,33,36,35,35,36
44,29,34,42,23,39,26,25,30,19
32,31,28,40,30,30,27,29,33,33
30,33,26,30,28,25,23,32,38,43
31,28,20,37,22,29,26,40,29,29
30,32,36,49,29,30,35,28,29,40
36,31,28,41,32,28,25,32,32,19
33,30,26,26,23,35,40,25,35,24
32,24,28,31,25,30,36,29,31,27
24,29,28,30,25,31,28,31,25,27
32,29,26,26,22,23,26,33,26,37
42,25,32,37,36,30,30,27,40,32
33,29,36,32,27,33,26,32,44,29
40,41,32,36,33,31,34,43,26,40
28,39,30,42,36,52,30,36,26,38
38,27,29,32,35,38,21,25,31,27
25,33,33,37,29,26,30,29,34,35
31,26,33,26,29,33,32,25,32,41
28,35,34,34,28,33,28,31,33,35
30,43,31,34,47,40,28,32,30,34
41,24,30,27,26,36,28,30,25,29
35,34,25,30,40,39,24,30,29,29
26,33,28,36,27,29,34,23,26,30
33,28,33,27,33,31,32,47,26,26
33,25,24,27,31,32,23,30,22,43
34,28,26,27,35,30,34,29,27,28
35,29,39,39,35,33,23,25,28,33
39,32,28,40,35,35,29,48,31,26
29,34,28,31,30,36,23,25,23,27
32,27,28,23,27,31,24,34,35,31
29,32,26,33,22,31,23,27,29,41
33,33,24,34,29,28,23,29,28,22
38,27,36,34,29,22,30,27,25,25
32,23,26,27,34,30,28,32,27,46
30,29,31,24,28,35,30,35,26,25
28,38,36,27,23,40,26,26,37,31
32,27,26,33,41,25,25,29,35,35
35,30,32,27,25,33,28,36,31,42
43,29,27,32,33,36,27,30,32,24
21,27,27,35,25,24,22,31,29,41
33,27,31,31,36,36,40,25,33,35
25,20,38,25,33,28,23,38,32,38
42,35,33,31,31,30,27,28,32,39
33,29,26,34,38,27,29,35,31,28
35,31,25,41,26,28,35,38,33,24
24,27,31,26,32,28,27,34,33,40
29,31,26,28,28,33,32,24,31,29
43,28,31,39,27,33,22,25,26,27
26,33,35,32,26,28,23,26,34,37
28,28,23,41,33,40,30,28,29,39
31,40,29,32,31,34,34,31,27,26
30,26,27,32,41,30,28,35,32,30
28,24,39,34,23,30,27,31,26,22
32,30,42,27,30,30,33,33,25,33
37,40,23,27,22,34,28,23,29,22
41,30,33,35,35,28,24,28,39,26
28,38,25,36,25,41,37,23,35,25
29,42,39,33,32,31,29,29,27,27
35,31,30,37,32,39,36,34,34,38
37,32,30,28,26,31,26,20,35,25
22,26,28,35,31,24,29,34,30,38
31,23,34,31,23,33,32,24,32,39
25,31,28,28,34,27,34,33,32,33
27,37,28,24,28,29,25,37,32,37
31,28,27,29,30,26,31,23,29,32
35,29,33,33,28,30,30,29,27,29
25,30,30,34,40,27,25,30,28,34
41,31,26,46,42,29,27,29,27,28
37,30,32,29,24,42,29,22,28,28
35,26,25,35,28,29,29,27,29,32
23,29,32,27,34,29,26,30,50,31
31,33,34,33,38,35,20,19,35,33
28,30,27,33,31,29,26,25,41,36
26,27,35,43,21,28,26,27,26,28
27,30,24,24,25,26,30,27,27,21
36,27,38,32,29,30,26,28,34,32
28,27,30,40,23,28,29,27,24,27
34,29,33,36,50,26,33,26,32,29
41,33,38,39,28,33,25,28,27,35
31,29,27,29,28,33,31,28,30,25
34,32,30,28,26,33,31,27,33,30
29,34,36,26,24,27,23,34,29,23
26,30,35,32,27,33,27,30,25,24
29,34,28,32,35,37,32,43,40,27
25,32,24,37,33,29,39,33,30,26
31,37,37,30,26,32,26,39,34,32
36,33,38,42,31,32,34,27,26,27
25,32,32,39,24,25,28,38,30,39
29,28,28,33,30,24,30,27,21,23
27,28,30,37,30,26,26,34,44,30
38,33,33,23,25,29,30,30,27,34
40,26,28,43,32,30,29,21,32,45
29,26,35,27,27,28,26,32,35,33
35,28,32,35,28,25,32,31,26,40
27,29,32,25,26,36,20,22,27,46
31,33,25,46,28,37,24,27,33,34
34,33,31,34,28,35,29,35,31,29
30,25,24,37,30,29,21,32,25,38
36,36,48,31,27,29,33,30,27,27
26,28,33,29,24,36,24,30,26,29
38,32,29,28,31,28,31,26,24,30
39,36,36,37,24,28,29,30,35,35
29,28,24,27,30,32,29,21,33,29
28,28,29,24,42,24,30,28,31,31
39,25,22,35,32,34,26,28,27,33
37,36,35,26,33,29,27,32,39,30
33,24,34,34,27,34,26,24,27,29
30,32,22,32,25,31,33,27,27,34
36,24,31,32,23,25,50,33,28,32
