Board 1,Board 2,Board 3,Board 4,Board 5,Board 6,Board 7,Board 8,Board 9,Board 10
49,31,35,38,34,34,39,33,23,46
40,35,29,38,32,37,40,36,32,33
28,43,40,26,37,40,26,50,31,27
33,44,42,44,35,31,34,32,37,42
29,39,36,31,31,40,41,45,41,38
43,42,31,47,39,35,31,46,32,37
33,45,51,33,40,45,34,52,45,35
39,45,36,55,30,44,23,40,35,41
29,29,44,39,33,45,35,61,29,37
42,32,28,30,35,35,38,27,104,35
27,40,44,33,36,26,40,29,35,37
53,30,43,25,27,48,41,36,25,40
34,40,40,32,39,31,27,29,27,33
34,32,37,27,38,42,50,32,35,35
36,38,46,32,46,26,30,32,34,34
37,45,41,37,33,40,31,47,46,34
28,33,34,38,28,33,29,33,29,38
49,38,53,30,40,30,29,24,61,25
47,27,26,36,37,51,43,35,31,36
48,38,33,44,35,24,47,47,28,28
40,30,33,34,31,39,28,36,41,33
43,46,43,36,33,33,38,35,37,42
42,32,38,34,26,32,31,44,35,36
37,35,40,32,25,43,28,31,40,26
38,38,41,28,29,49,28,27,44,35
39,38,47,29,34,44,40,28,48,27
45,40,48,35,42,33,37,42,29,32
35,41,30,36,46,37,34,40,49,28
35,34,43,33,31,36,39,36,35,35
41,41,43,35,27,34,33,47,38,32
34,34,33,31,41,37,34,33,40,30
38,24,48,28,46,30,27,32,27,29
48,32,47,34,41,30,34,48,44,30
32,30,37,36,30,30,28,32,33,36
39,30,29,45,31,40,32,37,44,38
31,35,26,38,36,33,39,58,29,37
27,41,37,37,40,32,32,46,51,38
28,36,34,32,31,36,37,44,37,32
37,31,31,37,54,56,48,35,44,37
41,24,36,25,50,37,48,35,40,38
36,38,32,35,36,33,32,54,48,40
35,22,44,37,35,32,32,39,41,27
34,37,45,42,52,55,33,43,36,31
36,35,42,31,34,30,38,31,43,31
38,40,31,42,41,35,28,33,60,31
43,48,52,30,33,36,39,32,38,36
37,38,45,40,38,36,49,29,34,45
58,34,35,30,33,47,29,28,30,39
37,45,43,33,37,46,38,28,37,39
34,52,32,35,46,32,35,36,31,30
30,33,34,40,47,35,36,30,44,31
37,36,46,44,29,49,34,42,45,25
36,32,33,29,26,38,39,29,43,43
28,42,37,33,40,32,27,53,27,37
29,37,44,41,44,42,46,26,45,31
31,40,32,42,30,45,39,36,40,41
28,37,49,31,42,40,42,48,33,40
37,32,37,42,37,27,37,33,41,44
48,31,29,30,38,32,30,32,37,36
42,36,51,40,39,57,39,33,39,32
33,28,34,39,36,38,31,48,39,51
30,28,37,34,37,32,30,40,25,27
32,35,55,26,33,38,40,59,44,37
54,40,41,30,30,36,29,25,37,33
39,30,37,30,44,38,32,27,43,38
37,46,34,37,27,33,28,32,51,32
40,30,42,41,32,34,37,29,43,34
42,29,30,31,47,37,28,38,33,42
40,33,32,31,34,28,35,34,39,37
31,34,29,26,44,43,31,45,45,38
29,36,37,44,33,43,33,44,32,29
31,38,41,33,46,39,39,35,44,30
40,31,32,39,42,32,36,35,42,39
33,37,31,54,25,33,34,35,46,30
33,38,43,36,34,31,29,42,33,33
36,28,33,46,35,40,34,36,35,23
31,36,33,36,34,39,35,39,34,39
37,27,37,32,45,36,41,35,43,27
40,34,40,38,43,27,40,28,39,43
50,33,37,34,32,39,33,43,57,34
45,36,37,31,25,42,35,36,40,34
39,36,38,36,30,37,44,40,36,29
35,34,38,33,29,30,40,41,46,34
36,42,42,32,29,38,31,41,34,45
31,25,45,32,45,41,42,28,43,43
37,47,31,34,31,26,43,54,45,41
30,45,32,27,46,40,42,27,29,32
41,33,38,31,55,37,48,36,33,35
46,39,40,31,38,30,30,37,37,30
38,25,39,33,32,29,36,47,50,31
29,31,39,30,31,38,34,32,59,31
39,41,31,33,36,36,28,47,31,37
33,47,42,33,36,33,32,35,25,39
34,39,34,32,29,44,37,34,28,34
27,46,36,33,51,28,38,30,39,30
