Board 1,Board 2,Board 3,Board 4,Board 5,Board 6,Board 7,Board 8,Board 9,Board 10
27,30,33,31,34,23,30,30,33,29
32,23,27,32,40,23,29,31,26,29
32,33,26,28,36,21,35,31,23,27
19,33,36,44,23,33,27,26,23,29
32,30,28,39,30,31,33,30,23,30
31,24,31,36,32,28,31,32,33,35
27,28,26,44,37,34,26,27,26,26
34,23,31,27,34,30,35,29,37,32
33,31,37,44,30,34,37,32,26,27
34,33,25,30,38,33,27,31,33,27
28,41,26,31,25,32,29,23,31,25
32,23,31,34,30,30,32,28,27,32
36,38,32,37,28,31,28,24,24,45
24,27,38,27,28,29,32,50,33,19
43,41,32,36,33,28,29,29,35,20
26,25,29,29,30,29,33,31,30,33
36,27,29,27,34,39,34,39,30,32
32,39,25,34,30,31,24,34,43,29
25,26,26,49,25,28,24,29,31,22
36,32,30,33,28,26,32,29,29,23
24,29,38,39,31,32,41,35,30,22
31,26,23,29,28,30,42,41,28,32
46,22,32,29,26,32,32,33,26,32
28,28,29,35,24,24,27,27,31,27
26,36,32,39,35,24,35,33,30,33
24,35,37,32,32,27,35,30,31,26
23,22,24,24,31,27,31,29,43,33
25,34,28,40,28,28,27,32,28,29
28,28,27,33,35,37,24,31,22,34
28,28,34,34,28,38,28,36,27,40
30,31,30,29,31,30,33,38,26,34
23,29,33,31,34,31,25,22,29,36
37,27,26,30,38,27,36,24,34,24
23,23,29,32,28,44,31,21,42,36
28,30,36,29,34,26,31,32,27,41
24,31,30,32,29,25,34,26,21,33
24,36,27,30,32,32,26,27,30,29
28,30,31,31,31,32,28,32,26,30
34,29,29,35,25,34,34,27,31,27
23,35,27,37,29,30,33,39,28,33
25,31,25,33,33,24,26,34,30,30
27,25,26,30,27,26,30,37,24,31
27,33,29,28,24,46,24,36,27,36
27,37,30,28,30,30,27,32,33,51
32,32,36,32,33,34,30,24,21,31
32,33,31,41,35,43,31,30,26,32
26,27,37,24,24,36,36,27,29,29
43,26,41,36,24,38,31,23,37,26
40,24,25,38,33,32,30,27,35,27
27,22,31,36,46,29,33,35,24,31
