Board 1,Board 2,Board 3,Board 4,Board 5,Board 6,Board 7,Board 8,Board 9,Board 10
47,31,32,21,34,33,40,31,28,34
34,42,33,28,32,28,40,32,31,29
33,27,28,36,28,29,22,29,36,27
28,32,28,36,29,45,31,21,32,27
32,29,34,27,36,40,26,36,27,40
35,22,38,27,31,27,25,26,23,26
26,31,27,27,33,54,26,34,31,28
41,28,27,35,28,38,28,39,35,34
31,33,33,25,29,33,35,56,34,22
31,43,24,26,25,29,27,33,30,22
40,27,34,31,33,26,33,31,31,36
27,38,40,25,26,25,36,47,29,32
35,24,27,32,31,27,24,42,37,29
38,25,35,38,32,39,42,27,30,29
33,38,35,33,25,27,34,31,31,28
23,25,29,24,27,31,25,29,29,32
40,30,32,44,32,41,26,28,47,24
30,30,26,25,30,31,30,32,33,28
26,30,28,31,25,34,32,33,50,25
31,27,31,31,28,30,41,36,38,30
30,34,28,25,24,31,28,32,24,28
25,35,28,29,32,29,29,28,43,31
43,24,34,28,34,37,31,29,31,28
33,25,31,32,40,28,25,32,31,27
37,30,21,39,21,30,26,34,35,35
22,29,26,27,29,36,29,29,30,32
24,27,38,26,27,34,24,23,34,40
28,31,30,27,28,34,26,28,27,25
27,26,25,29,30,33,35,27,27,25
28,23,29,29,28,36,36,38,28,33
26,36,20,26,28,44,30,30,24,36
22,29,33,36,30,30,23,27,28,37
31,31,35,30,29,27,30,27,32,36
44,26,31,25,30,29,32,34,31,33
26,35,35,22,25,26,31,32,31,38
33,35,24,25,29,29,37,31,33,33
33,29,33,33,24,37,45,39,30,31
24,31,33,31,29,35,29,42,28,32
37,34,18,32,35,27,24,31,32,31
23,30,30,24,27,27,32,32,31,32
34,38,29,28,28,33,27,32,26,23
32,30,33,32,36,42,30,32,25,34
34,28,32,27,27,25,42,26,26,29
46,33,30,33,26,21,29,40,26,30
26,38,42,28,26,48,28,27,31,41
25,33,27,36,30,26,28,35,29,38
33,35,30,33,28,27,43,34,37,30
36,23,36,24,29,34,26,32,31,36
29,29,25,27,31,36,25,37,35,24
30,30,33,31,24,40,36,29,31,26
34,40,30,29,33,29,32,33,29,33
28,31,28,27,32,22,28,31,36,44
39,34,24,29,27,27,48,34,32,24
34,24,33,29,35,30,28,24,29,42
30,30,34,29,28,29,26,31,25,34
34,25,39,22,23,29,37,37,31,29
33,28,23,24,26,35,27,39,35,29
44,29,37,23,29,27,26,37,25,30
26,27,38,30,29,32,26,31,27,42
34,27,33,32,22,34,26,48,28,32
51,30,31,35,31,33,23,26,34,28
32,32,37,28,26,41,29,28,25,23
37,23,27,33,36,36,28,26,39,32
34,32,26,33,21,31,42,34,37,32
30,26,30,35,32,24,24,31,28,30
36,29,22,31,41,36,22,25,28,31
34,28,39,28,27,34,31,31,40,35
36,28,26,33,35,34,33,26,36,33
31,23,24,35,26,33,32,46,26,24
32,28,29,24,25,30,29,27,29,30
23,31,26,27,24,23,25,32,33,29
27,33,28,24,27,44,34,32,28,33
