Board 1,Board 2,Board 3,Board 4,Board 5,Board 6,Board 7,Board 8,Board 9,Board 10
29,34,25,26,26,31,34,27,23,26
29,30,30,26,26,36,26,26,27,27
31,27,26,25,32,32,27,20,31,29
30,28,35,27,28,31,27,32,36,26
24,29,28,26,32,25,28,30,24,26
32,28,33,24,31,26,24,27,23,25
29,30,35,27,29,33,24,25,27,37
28,26,28,32,24,32,26,29,34,25
38,35,36,28,26,33,34,25,25,31
25,25,29,24,26,29,30,25,33,31
34,33,27,30,27,30,24,30,39,31
38,23,31,24,32,31,28,28,23,38
33,30,28,25,33,31,34,31,25,31
32,29,22,23,23,28,27,29,33,34
34,35,35,29,29,28,32,29,25,31
24,22,33,32,38,27,29,34,24,28
21,28,22,27,25,38,38,32,28,38
33,30,26,30,35,35,19,28,32,26
30,28,28,28,38,27,28,24,28,41
32,31,24,37,25,34,27,25,26,29
37,30,23,40,31,32,26,21,26,27
26,22,22,31,30,31,27,27,35,30
30,32,24,27,27,25,33,21,24,37
29,37,25,34,33,23,29,26,25,34
23,30,25,27,26,29,35,26,24,30
27,40,26,23,29,31,24,27,28,26
25,30,24,26,23,29,24,26,25,31
33,23,25,26,28,28,26,23,29,25
26,42,26,27,35,38,29,38,27,32
25,28,26,23,25,25,32,29,23,33
32,28,25,26,19,36,20,21,23,32
27,25,28,23,25,39,26,28,23,27
25,30,22,30,24,35,29,34,39,38
24,32,28,28,30,45,33,39,29,28
27,33,28,26,27,30,27,31,26,29
28,29,37,25,30,32,32,31,35,34
26,25,32,24,37,32,28,29,27,27
33,22,29,30,23,35,26,31,23,26
24,24,28,30,23,26,22,26,24,25
23,30,30,33,23,29,32,26,31,34
26,26,24,24,31,24,26,36,24,31
28,27,28,24,31,19,29,28,26,33
29,23,33,34,27,28,27,33,25,25
22,24,30,26,27,29,27,27,25,34
25,33,28,25,29,22,30,27,27,30
21,28,27,26,32,35,36,32,28,31
31,27,30,22,26,32,36,32,24,21
28,24,25,22,26,25,29,38,24,33
28,29,30,27,29,28,30,29,27,37
25,27,24,32,34,33,28,32,39,36
28,27,31,25,34,35,34,24,28,33
26,30,31,34,32,34,21,33,24,32
25,25,30,35,34,28,23,33,35,26
31,26,30,31,33,34,26,24,35,25
27,29,27,27,33,42,25,27,33,34
29,29,29,29,23,40,22,29,24,33
24,25,26,29,27,26,31,26,35,25
26,26,32,27,32,23,31,25,34,28
22,30,27,26,27,33,29,26,23,28
37,23,28,26,23,25,34,23,23,35
25,26,26,32,28,27,31,34,25,29
34,24,24,27,27,25,29,28,29,33
26,32,25,24,30,27,30,31,22,29
32,30,28,32,30,23,27,28,23,33
31,38,30,26,25,28,30,26,20,29
32,20,29,24,23,27,29,27,23,28
27,32,31,25,31,28,27,35,24,31
25,25,39,28,26,32,34,28,31,27
29,32,26,26,26,26,20,31,28,24
30,27,28,23,28,30,36,26,27,42
32,27,22,29,24,24,29,25,32,26
33,31,33,28,30,27,37,29,26,29
29,37,28,26,24,26,35,28,32,30
