Board 1,Board 2,Board 3,Board 4,Board 5,Board 6,Board 7,Board 8,Board 9,Board 10
32,28,31,28,27,30,28,21,31,19
24,28,25,22,24,26,25,22,31,27
19,26,23,27,31,25,27,30,28,21
25,26,25,31,25,21,25,24,27,23
27,25,27,23,28,26,34,30,28,32
26,33,25,26,25,25,30,26,27,28
26,35,22,29,33,27,26,25,31,27
23,26,33,24,36,26,23,29,30,25
28,28,24,28,27,25,23,34,32,33
27,26,27,29,26,27,26,32,26,23
19,26,29,26,28,34,28,20,20,24
25,25,29,26,33,30,27,25,31,20
27,24,27,30,23,41,30,28,23,27
26,24,25,33,30,32,25,31,25,27
25,33,35,30,35,42,31,22,23,24
24,30,30,22,27,27,32,29,30,24
27,29,28,32,30,26,31,34,24,26
30,32,30,27,27,32,26,23,21,28
28,26,22,28,27,28,20,31,28,23
27,30,26,20,25,32,26,30,33,24
25,26,28,31,24,26,24,32,25,24
29,28,31,25,22,28,32,33,23,27
25,26,32,26,23,28,32,29,28,28
28,24,42,24,23,25,27,20,26,25
38,26,30,25,25,31,28,27,21,25
25,26,34,24,30,33,29,25,25,24
29,28,33,24,22,33,28,31,33,27
30,24,20,35,29,32,20,30,32,33
27,33,29,32,34,26,31,37,37,43
27,30,28,27,24,22,30,25,27,34
29,33,25,32,28,29,22,27,37,31
28,28,36,22,25,25,33,29,27,26
19,31,31,33,26,27,36,32,27,25
31,24,26,26,28,33,28,29,29,26
27,32,27,25,29,21,26,21,26,27
26,28,26,30,37,30,33,30,29,25
26,30,21,41,29,23,27,27,26,27
30,23,26,30,25,28,25,27,26,25
32,25,24,32,28,27,38,31,24,31
27,26,24,22,26,31,26,30,27,28
21,36,27,31,31,40,28,27,26,35
27,29,27,20,25,40,27,25,26,27
21,23,25,29,30,27,30,23,24,23
25,31,26,31,28,31,24,31,29,24
27,29,32,21,28,27,27,22,31,28
20,30,26,21,28,23,23,25,25,33
24,29,29,30,25,30,28,25,29,30
25,26,26,28,29,27,22,26,30,31
28,26,29,26,25,29,29,26,29,28
27,27,26,25,27,27,26,27,26,32
30,23,22,34,32,31,32,26,27,28
24,27,34,19,28,28,24,24,23,25
26,26,30,27,27,32,23,27,29,17
24,23,28,25,33,31,31,24,28,27
27,29,20,32,31,25,37,30,22,22
25,28,25,31,28,22,23,26,25,31
24,31,26,31,28,29,26,33,31,25
28,28,22,26,28,31,30,24,34,29
27,29,29,23,27,38,25,18,34,31
30,25,29,32,25,30,35,33,29,32
30,30,28,25,32,36,31,22,27,33
24,32,26,29,28,26,26,20,28,22
28,28,27,27,35,27,23,24,32,23
34,28,27,27,26,20,23,26,30,26
28,31,27,25,21,25,31,27,33,29
23,36,30,33,39,24,28,23,27,18
26,41,22,28,35,29,28,27,38,31
21,23,25,30,31,26,25,22,33,22
24,25,24,39,27,36,28,25,37,29
24,33,25,29,26,29,22,27,19,27
32,33,22,28,35,33,23,22,36,28
29,32,22,31,26,26,26,26,25,26
34,31,33,30,25,24,28,31,22,27
24,24,29,39,22,21,33,29,31,23
27,25,24,24,23,26,40,38,23,29
25,30,27,26,20,24,26,33,19,24
25,23,25,22,30,25,27,24,28,30
30,23,28,29,26,23,33,34,24,24
29,19,27,24,27,30,30,24,24,32
28,28,21,25,23,23,36,24,22,22
26,24,22,25,31,28,25,25,21,25
27,27,25,28,24,28,27,22,29,32
23,29,29,35,29,18,28,30,34,23
30,32,27,20,22,29,18,29,25,32
29,29,26,23,31,28,26,36,31,25
23,29,32,27,29,23,29,24,29,29
31,23,22,25,29,28,27,32,34,35
33,24,27,28,28,30,21,33,27,31
23,30,22,29,21,26,33,23,33,24
32,23,29,37,31,27,23,25,21,25
31,27,24,38,29,25,23,25,32,25
35,29,23,26,33,27,26,39,36,33
25,23,32,41,25,21,26,26,25,33
26,27,26,36,30,32,34,30,32,24
28,26,23,26,27,25,27,22,23,21
28,32,26,25,24,27,32,21,24,31
26,34,23,23,22,26,25,30,27,32
27,31,27,29,26,24,31,32,28,22
31,30,32,26,32,26,28,30,27,30
27,30,24,26,41,21,24,26,33,30
25,28,28,31,26,21,21,21,25,27
29,36,22,29,36,26,21,31,32,24
31,30,27,26,23,28,30,27,24,32
24,33,23,35,25,25,25,26,24,22
24,23,24,37,29,27,24,22,18,30
32,30,23,30,22,27,26,28,21,31
28,35,22,26,26,27,25,31,36,29
25,33,36,26,27,23,42,26,27,29
23,31,30,28,30,32,27,29,25,23
30,28,23,35,29,29,26,32,35,30
29,27,30,34,31,24,23,27,31,35
24,27,25,19,26,39,22,28,24,24
26,27,33,25,27,38,27,21,32,27
