Board 1,Board 2,Board 3,Board 4,Board 5,Board 6,Board 7,Board 8,Board 9,Board 10
32,30,26,33,25,32,24,24,28,26
30,33,24,27,33,26,26,31,26,25
26,26,26,25,23,37,26,24,36,25
28,27,34,29,27,24,25,45,29,23
33,29,29,28,31,23,25,28,27,34
31,28,28,26,32,27,25,23,24,26
29,30,25,27,35,38,26,41,25,32
26,34,27,22,26,27,28,38,30,33
35,28,26,27,36,27,20,60,25,26
29,31,32,25,32,39,33,39,25,28
30,28,28,28,22,24,29,32,22,27
31,28,34,26,33,22,25,36,27,24
30,31,32,32,29,26,28,27,32,27
30,29,25,25,28,28,25,43,32,31
26,24,34,22,29,24,26,33,33,32
33,26,26,24,30,31,33,28,22,25
29,33,27,24,24,47,32,30,23,28
32,31,28,29,34,32,33,30,31,28
22,29,29,27,38,24,29,33,27,31
38,32,26,29,30,28,33,25,32,29
36,31,26,28,31,26,37,31,23,25
29,30,25,28,34,32,26,24,27,34
40,34,28,28,37,22,29,27,28,34
31,26,24,26,23,26,27,31,26,22
32,34,26,24,28,30,35,36,23,30
36,28,27,24,25,40,29,25,26,26
34,33,26,37,26,34,30,32,29,27
29,30,25,22,29,36,24,28,29,29
27,34,30,24,27,34,25,45,37,29
27,29,28,26,32,25,22,29,33,31
25,33,24,27,24,23,21,29,22,27
27,34,33,20,27,32,23,28,32,29
35,28,29,23,21,26,29,26,24,25
38,34,30,26,24,39,23,38,25,35
40,26,29,35,31,29,25,30,28,27
32,30,22,28,37,22,24,29,32,23
32,36,26,25,26,22,28,49,23,29
30,31,28,31,31,25,24,27,26,26
24,25,25,31,30,35,24,28,24,33
26,25,28,33,31,32,30,32,30,28
34,24,28,31,30,23,29,52,19,27
52,26,34,31,28,27,28,35,31,26
29,22,30,32,30,31,34,30,31,27
30,31,36,30,30,32,27,49,32,29
30,29,22,23,24,23,27,43,31,19
30,26,28,18,27,28,27,30,31,32
28,31,27,26,25,21,30,36,34,39
34,30,30,33,25,22,27,29,24,32
28,26,30,23,26,23,30,30,26,23
29,25,28,30,26,29,25,37,22,31
31,33,31,26,30,29,22,31,25,30
29,30,32,35,30,24,39,27,26,31
25,32,34,24,31,30,33,21,41,31
29,26,29,33,37,34,21,41,29,19
32,24,34,25,25,28,24,33,26,38
26,26,33,29,32,37,27,39,32,28
30,33,32,22,32,30,34,36,29,24
31,32,25,33,30,33,27,27,29,26
35,31,30,28,30,32,34,37,26,25
31,30,32,19,23,23,28,37,25,22
22,29,32,24,30,27,30,28,25,22
33,34,27,31,33,35,30,38,23,28
26,28,31,43,24,26,26,43,27,26
34,33,26,21,34,23,28,32,22,36
35,25,30,28,32,25,26,25,29,24
37,33,31,31,31,37,26,37,28,38
33,28,34,26,29,35,27,35,28,33
29,25,25,32,33,22,31,36,25,35
29,30,31,30,23,22,26,28,29,29
26,21,24,27,30,27,24,44,21,30
29,31,35,28,28,24,36,25,25,25
30,35,39,24,33,29,34,27,29,43
37,25,28,22,29,29,24,26,30,27
25,31,30,34,30,28,21,31,29,26
27,34,27,29,23,21,35,30,21,27
31,27,28,27,42,32,32,31,28,25
35,33,30,30,32,24,24,24,21,30
33,26,36,28,29,26,26,34,35,26
31,35,41,28,36,26,25,23,22,25
29,36,25,22,30,27,28,39,28,26
25,26,30,24,39,32,33,35,20,27
39,25,30,38,24,28,27,33,24,28
33,22,26,32,33,31,26,31,25,24
32,35,37,31,33,35,39,23,30,29
27,30,23,27,26,25,22,30,26,25
27,25,39,24,28,31,26,38,27,29
27,29,26,29,31,30,24,33,29,36
33,26,28,33,29,32,33,32,34,29
27,22,27,28,32,27,24,22,25,24
27,25,21,25,26,33,29,30,23,26
35,24,40,22,25,38,27,23,27,30
31,23,25,35,35,28,21,25,33,30
22,38,26,24,31,32,29,24,33,28
22,25,31,27,26,27,28,23,27,22
35,33,24,27,39,27,32,38,23,26
30,32,26,25,29,25,25,39,24,27
34,32,25,23,27,27,23,28,31,34
28,35,34,37,43,26,34,33,28,26
24,23,28,35,26,22,30,37,27,32
30,25,26,27,26,23,25,28,25,36
29,35,27,39,27,25,28,43,26,29
28,38,27,20,29,26,25,53,30,35
26,33,31,30,30,26,39,31,26,26
27,20,28,22,30,27,22,43,29,33
30,38,32,26,37,32,30,28,27,27
27,27,33,28,28,27,22,27,26,24
25,34,28,31,29,25,25,37,23,25
45,41,23,34,26,26,24,39,29,22
32,28,23,27,27,33,27,31,26,33
28,32,27,34,33,22,26,26,27,30
31,30,36,26,35,24,25,25,27,27
