Board 1,Board 2,Board 3,Board 4,Board 5,Board 6,Board 7,Board 8,Board 9,Board 10
41,22,27,32,25,27,24,26,27,30
32,32,44,31,27,31,51,35,27,25
33,26,32,31,26,27,26,33,30,41
27,27,30,38,34,34,29,34,30,35
29,23,24,30,32,31,36,36,24,26
31,23,31,28,32,34,32,32,28,37
25,30,24,32,26,28,31,27,22,23
29,29,33,33,32,28,28,35,34,27
31,29,23,35,28,30,38,26,28,44
27,36,28,24,27,30,43,28,33,25
29,28,44,32,28,25,25,32,32,26
25,30,27,35,34,25,28,39,29,33
40,27,35,34,27,37,27,25,30,35
25,32,23,31,29,31,34,39,32,25
34,34,34,25,26,24,31,21,27,33
29,31,31,25,36,29,25,29,32,24
36,28,30,35,27,26,29,28,37,26
27,24,31,32,36,35,30,28,34,34
29,30,30,35,26,27,29,25,21,36
24,29,28,29,30,36,39,30,26,27
38,30,26,27,29,29,25,27,27,28
27,25,31,32,28,22,30,40,30,23
28,33,28,38,27,30,45,32,24,35
31,30,33,35,30,36,36,38,31,25
31,25,25,29,26,29,27,42,27,25
33,30,33,32,36,30,35,28,31,39
31,22,44,25,36,31,32,39,28,31
30,36,35,33,32,26,41,32,25,34
28,34,28,27,24,34,48,28,33,29
30,27,30,40,31,25,22,36,27,22
32,37,35,27,29,31,34,26,24,23
26,29,25,30,23,33,30,22,24,28
30,33,29,28,27,28,36,22,32,31
29,30,26,45,31,25,40,34,29,27
26,28,25,35,27,25,42,40,29,30
39,25,29,26,30,26,31,23,34,32
26,29,36,29,27,29,34,35,33,26
23,30,29,25,30,34,33,25,28,27
24,33,27,30,34,29,27,27,34,34
32,35,32,36,31,27,37,32,28,27
36,34,35,27,27,34,41,27,29,39
27,27,25,32,23,39,39,32,31,31
25,29,37,30,28,37,32,35,34,31
33,22,39,32,33,32,31,25,30,26
32,27,44,29,25,27,27,28,28,28
22,30,27,31,22,32,25,24,30,35
40,30,26,32,31,33,29,28,38,25
27,27,28,26,27,28,30,37,23,31
30,33,32,41,40,28,27,37,25,27
24,27,28,39,27,27,46,27,32,31
29,26,27,30,33,25,26,31,28,26
25,29,25,31,37,28,29,32,34,31
26,27,27,36,23,26,36,47,34,33
35,25,22,35,33,34,28,32,28,27
29,27,27,25,30,30,31,30,20,24
28,33,28,37,30,29,26,36,32,36
29,25,30,28,31,36,36,25,25,26
25,21,32,27,28,30,30,28,30,33
31,23,35,24,29,31,26,29,27,22
28,26,34,26,24,29,27,27,30,28
29,24,25,36,25,29,41,22,30,28
24,26,28,35,30,30,26,33,33,35
32,21,32,27,27,28,32,30,26,24
32,35,33,28,28,26,27,37,27,23
23,34,27,29,27,31,43,25,30,38
31,41,27,34,33,29,25,22,41,33
32,28,34,38,37,30,27,30,27,27
38,34,34,35,32,31,35,23,27,28
30,29,35,30,30,25,31,34,25,24
33,28,30,36,34,35,32,30,29,30
29,23,45,33,35,24,26,32,27,24
43,39,28,37,31,24,32,28,28,35
34,35,27,29,29,28,30,30,32,27
31,24,39,30,33,38,20,33,28,27
26,30,39,31,26,24,29,30,27,30
27,31,27,37,29,33,32,26,26,39
28,29,59,23,34,24,29,29,29,30
30,37,30,28,27,29,33,31,27,29
45,28,27,27,29,25,28,29,25,25
28,27,27,50,23,30,42,28,37,28
29,30,22,32,31,33,33,30,23,26
37,31,30,33,24,39,35,26,33,27
32,23,33,37,30,26,32,36,30,24
23,26,32,40,26,30,39,31,29,30
46,44,29,42,30,32,26,26,32,29
28,25,29,31,28,35,32,55,25,24
27,28,33,31,24,27,37,28,31,28
26,30,28,31,38,27,32,35,29,29
25,29,23,32,27,26,28,26,35,32
33,32,28,38,29,24,36,32,26,28
31,30,28,31,34,32,38,38,27,27
27,25,27,30,28,32,36,26,30,35
29,28,36,44,30,28,33,27,29,43
28,36,28,28,23,25,42,39,25,24
24,29,31,35,29,31,30,34,32,24
31,24,24,35,30,35,35,33,29,31
46,25,29,32,30,27,27,32,27,21
25,28,27,35,26,28,36,28,24,27
28,32,32,35,28,28,34,33,22,24
26,23,34,29,32,30,54,29,25,27
37,26,30,31,35,22,28,37,26,30
26,29,32,32,26,37,34,24,27,27
27,33,26,32,30,32,34,25,29,24
26,24,42,43,30,32,31,27,24,27
31,28,30,44,36,30,25,26,25,29
32,29,34,28,27,26,27,21,32,29
28,24,27,40,26,23,33,30,32,25
31,27,41,30,27,26,25,29,26,25
27,26,24,28,32,40,26,33,33,26
31,33,28,31,33,24,40,34,26,25
34,29,30,36,34,32,33,24,30,31
28,32,27,29,28,27,35,26,30,28
28,28,27,27,36,28,39,25,30,34
25,25,27,44,23,28,40,27,28,28
30,29,28,40,22,31,37,27,32,31
31,30,33,27,35,30,30,25,31,29
34,30,32,26,45,29,34,35,25,31
43,28,28,29,31,31,31,32,28,25
24,30,34,31,30,33,44,24,27,24
27,34,30,24,36,41,33,23,25,43
26,25,39,35,27,30,26,27,26,34
46,32,30,36,28,28,32,24,28,30
24,29,39,36,35,29,38,29,33,33
30,27,32,28,40,27,33,25,29,34
37,33,32,28,25,31,32,32,30,36
33,22,33,26,31,28,36,27,28,36
25,31,35,31,31,28,37,24,35,27
27,30,37,30,28,31,33,40,27,26
22,23,26,31,31,43,32,27,28,24
41,32,26,32,32,33,34,22,31,27
29,27,25,36,29,30,27,38,23,30
32,34,34,29,33,27,25,20,25,28
25,31,29,34,31,28,29,29,26,24
30,38,37,34,32,27,35,26,27,29
34,23,33,39,28,28,29,29,23,32
36,24,29,27,23,34,29,26,28,32
29,30,25,29,30,30,39,31,30,39
29,25,29,34,25,33,33,28,25,37
26,30,30,30,26,26,49,30,35,28
31,27,49,36,29,30,32,31,29,40
27,29,33,33,29,33,27,31,25,33
31,22,30,32,28,34,34,28,27,34
23,28,33,31,33,26,29,27,26,33
28,27,32,27,34,26,30,30,27,33
25,35,24,26,24,26,32,36,28,34
33,25,38,29,28,24,37,44,27,36
29,33,28,36,26,27,36,26,23,29
32,28,31,30,27,33,29,29,33,35
27,28,33,31,31,27,57,26,34,28
38,23,39,33,32,31,37,25,25,29
36,27,30,29,25,26,45,28,24,30
22,27,33,32,29,26,29,34,31,37
34,30,33,27,29,25,34,31,23,31
26,32,32,30,31,31,30,32,28,34
28,28,26,36,25,31,28,27,30,39
24,27,30,31,29,25,31,29,24,28
28,30,30,29,31,30,29,44,28,24
26,31,31,41,27,28,33,20,25,22
28,31,31,34,25,30,33,31,25,28
30,34,30,30,26,27,26,31,27,29
32,32,30,33,33,36,31,23,26,25
32,33,32,26,28,29,26,25,26,32
29,29,27,38,27,27,35,26,32,30
38,25,28,33,25,31,29,27,30,29
25,33,25,29,31,30,25,33,29,28
20,31,37,26,28,27,33,35,33,40
28,26,33,40,32,27,41,27,26,32
25,26,31,27,30,29,34,36,22,31
29,25,34,23,32,26,29,46,23,30
39,39,25,34,26,26,32,29,34,32
38,31,35,33,28,28,33,24,27,28
31,28,35,27,27,26,29,32,31,38
35,36,20,31,34,33,29,29,25,37
32,26,28,28,38,29,25,30,31,27
34,33,29,30,28,27,34,28,24,25
24,24,31,28,27,28,26,41,26,35
38,29,34,30,35,25,40,31,35,30
30,23,29,29,33,27,28,27,29,36
28,24,32,32,25,43,24,25,29,27
34,24,32,30,27,26,27,24,29,26
26,34,31,26,29,25,56,30,27,37
27,31,34,28,36,31,27,27,27,29
30,38,32,29,21,29,29,29,29,29
29,30,36,35,26,27,31,33,33,29
26,31,24,32,23,29,26,32,28,27
28,30,30,25,25,31,25,22,28,34
32,30,34,52,33,33,27,24,27,40
33,45,27,41,28,26,28,28,25,27
31,26,35,36,31,23,26,25,31,31
29,30,35,28,23,29,25,29,30,36
28,32,32,32,24,24,23,24,33,31
27,27,27,27,29,34,28,29,28,30
32,32,36,23,30,30,28,37,32,29
31,33,31,33,21,27,26,26,24,27
28,31,34,32,26,34,32,30,24,26
31,27,36,37,29,27,27,27,35,34
27,27,22,25,36,27,35,35,36,22
31,38,34,31,40,29,25,37,33,28
29,26,23,35,33,35,42,30,28,28
