Board 1,Board 2,Board 3,Board 4,Board 5,Board 6,Board 7,Board 8,Board 9,Board 10
27,27,26,30,24,30,30,27,27,27
25,34,30,23,23,25,25,23,28,23
28,28,27,29,29,22,28,28,36,27
31,26,29,26,26,24,25,23,29,36
28,33,37,32,33,29,25,30,32,32
25,27,30,32,29,24,28,33,25,33
25,27,27,33,34,30,29,28,26,29
26,30,23,34,30,28,23,26,24,30
24,33,31,33,31,26,33,31,26,29
28,25,30,30,33,23,33,35,29,25
33,27,22,27,25,30,26,26,28,26
28,29,34,26,31,27,25,32,30,31
34,26,25,29,35,28,27,30,28,31
27,33,24,24,31,25,30,35,37,33
28,28,23,26,29,27,24,27,32,30
20,29,27,31,23,23,33,24,26,28
23,36,23,35,30,31,31,30,27,29
24,31,40,21,25,29,26,25,26,29
25,29,28,29,33,22,33,28,28,32
28,24,24,28,28,29,34,28,24,29
33,22,32,35,28,28,38,26,26,32
28,34,22,32,28,25,32,30,35,35
28,27,31,26,31,21,27,28,30,29
25,29,27,23,31,31,32,25,29,32
30,34,27,25,27,23,26,33,37,32
25,29,27,24,26,27,27,22,31,29
29,25,28,25,29,28,23,32,41,31
32,30,38,28,28,32,27,32,34,34
23,28,26,26,33,33,23,24,30,25
26,30,35,27,28,28,28,30,24,32
28,26,34,32,27,30,25,29,27,28
26,25,32,34,24,25,26,39,33,29
26,29,23,31,28,28,37,25,28,31
30,27,27,36,26,21,34,29,42,32
23,25,33,31,37,28,29,31,28,24
33,26,30,27,30,30,25,29,28,36
30,35,37,26,29,27,23,26,25,29
27,31,24,32,27,23,32,28,29,33
30,28,24,35,24,29,24,33,37,28
28,27,26,30,29,28,30,35,38,26
26,31,26,28,28,32,30,26,37,28
25,21,26,29,27,23,33,26,27,27
27,27,27,28,34,24,26,29,31,32
19,33,29,31,25,24,28,28,36,26
38,27,24,33,28,29,29,25,28,30
25,27,25,31,34,27,22,30,28,26
29,25,39,37,30,35,41,31,27,30
25,26,27,26,26,30,27,30,29,36
30,28,33,26,24,30,28,29,27,28
21,23,25,31,28,26,29,36,38,30
26,38,28,30,30,28,35,24,43,31
29,30,33,32,35,25,26,26,37,28
29,25,26,32,31,27,29,32,26,26
28,27,26,34,23,22,33,25,25,29
30,29,33,23,29,29,41,24,24,23
23,30,26,29,26,25,40,30,30,33
28,22,29,29,38,23,29,36,33,31
26,25,30,29,31,29,24,25,30,28
22,27,23,25,27,30,20,27,32,38
28,23,32,34,28,26,29,30,26,30
23,24,32,34,34,38,34,28,32,30
30,28,26,30,27,32,28,27,24,27
31,32,32,28,22,25,28,35,25,28
27,29,30,30,24,27,33,27,30,27
27,21,25,32,26,38,29,31,32,30
22,25,28,26,26,27,29,32,29,32
36,25,43,33,29,27,25,39,32,28
28,28,33,34,25,27,38,21,38,26
26,25,26,37,28,30,31,26,28,30
23,31,26,25,22,27,37,37,28,29
28,28,26,26,34,32,29,26,29,31
26,28,24,32,25,28,24,29,23,32
28,34,22,39,28,24,25,26,27,29
23,32,28,26,30,25,25,27,24,32
22,29,29,37,39,30,32,30,28,26
27,27,24,33,32,24,20,25,39,27
31,34,32,28,29,27,32,26,37,29
30,24,26,32,34,29,26,32,31,29
30,25,31,31,27,27,33,50,28,29
28,33,29,28,24,25,26,30,28,28
24,29,28,35,27,29,31,26,30,30
25,27,35,25,25,30,24,38,35,32
24,30,23,26,22,21,43,35,23,29
29,32,41,31,25,30,25,27,31,25
39,27,34,31,21,30,21,29,28,28
23,29,31,29,21,34,23,25,29,24
18,29,26,31,26,27,30,29,42,35
28,22,32,29,25,22,32,37,30,33
32,30,34,30,29,30,27,27,34,24
29,28,26,30,25,23,35,33,26,29
31,29,27,27,24,32,27,29,25,25
27,25,21,32,25,31,40,27,29,22
32,28,30,27,22,32,24,21,22,33
30,27,30,23,28,21,28,34,29,34
27,33,19,28,26,25,26,28,27,30
21,31,37,23,26,25,25,30,26,27
34,27,24,30,24,27,23,30,29,27
29,30,30,27,23,30,31,29,25,25
30,31,27,26,32,30,33,22,27,23
30,27,26,32,24,34,27,24,27,29
