Board 1,Board 2,Board 3,Board 4,Board 5,Board 6,Board 7,Board 8,Board 9,Board 10
24,39,26,29,30,30,29,28,25,24
28,31,32,25,26,23,30,29,24,28
33,25,26,31,24,31,27,32,39,22
33,34,34,24,24,35,47,28,23,29
28,34,25,26,28,22,29,28,32,29
30,37,33,31,25,29,29,37,27,26
33,34,25,30,28,20,27,28,44,29
27,35,32,26,22,22,29,31,23,28
38,25,30,26,28,30,32,26,27,43
24,34,40,26,25,28,29,34,26,27
28,32,25,25,24,23,26,29,21,26
26,27,29,32,29,29,25,24,30,26
30,28,33,22,25,26,36,36,36,29
33,36,31,29,27,34,33,34,28,24
38,29,33,28,26,35,36,33,34,39
24,39,30,24,32,23,25,25,24,34
25,28,25,25,20,24,24,33,30,24
32,43,23,26,27,31,38,34,24,24
27,29,31,25,29,32,24,25,28,31
27,30,38,31,20,25,33,31,28,23
35,31,26,25,30,27,26,32,35,27
28,27,35,25,28,30,27,24,26,32
27,28,24,33,26,45,25,28,31,30
32,24,29,28,27,24,22,26,25,26
29,29,25,24,29,40,27,30,35,30
40,22,30,26,22,24,23,25,44,29
27,29,25,29,28,29,29,28,26,25
29,29,24,26,24,37,30,32,27,35
33,29,31,30,34,29,41,29,26,24
23,29,26,28,29,32,24,29,31,26
32,41,20,23,27,28,23,26,29,38
22,35,33,24,31,25,28,47,24,26
24,31,28,30,29,27,26,29,27,29
28,32,31,39,27,31,21,22,32,23
26,33,30,24,41,34,38,29,32,25
34,34,31,30,22,33,33,24,30,26
25,26,27,25,25,25,34,35,29,32
25,25,23,36,29,34,27,25,30,29
25,25,29,28,23,28,36,29,35,29
35,24,24,30,25,29,24,32,27,28
29,34,20,26,21,23,37,25,28,29
29,23,26,33,27,24,36,32,24,25
29,24,27,37,27,30,21,30,34,29
26,38,30,24,23,30,30,28,24,27
32,27,29,27,24,26,27,24,24,23
29,31,32,27,27,29,31,27,24,27
28,30,23,28,34,24,26,37,37,32
24,24,33,27,23,25,28,27,30,28
