Board 1,Board 2,Board 3,Board 4,Board 5,Board 6,Board 7,Board 8,Board 9,Board 10
28,27,32,27,43,29,37,31,33,33
29,34,30,29,39,36,31,22,31,37
33,31,32,35,31,33,34,27,40,36
36,28,27,26,31,27,34,33,33,34
33,29,32,35,32,34,32,26,35,29
35,42,33,32,32,28,34,32,52,35
26,34,38,37,32,32,34,32,27,26
27,37,27,30,28,40,27,25,33,32
41,27,20,24,30,39,32,29,29,24
30,36,38,29,31,32,37,36,26,41
30,36,34,38,34,28,37,27,35,37
28,39,21,27,26,33,31,26,41,30
33,31,34,29,36,62,35,32,31,50
35,31,40,38,36,29,22,33,42,28
33,31,32,31,26,31,32,31,30,28
29,29,29,32,32,31,31,33,29,31
33,33,26,31,28,37,24,30,30,31
30,35,32,44,36,26,37,20,33,26
31,38,25,24,35,26,25,28,32,31
20,35,31,33,36,50,31,44,38,28
49,30,30,32,33,31,28,26,42,32
35,35,23,32,42,28,31,30,41,32
24,28,29,32,36,37,38,33,28,40
31,40,37,30,33,34,30,38,40,25
39,39,34,33,43,33,28,30,37,37
26,26,36,31,26,37,28,35,29,39
28,27,35,31,30,28,31,30,37,30
29,29,36,26,26,31,28,31,33,31
36,29,34,29,33,43,31,31,29,32
25,43,32,34,30,34,29,33,27,35
22,30,33,25,26,30,35,39,23,35
29,41,29,25,32,38,34,33,30,30
28,31,25,31,55,39,29,25,27,29
33,39,39,30,30,36,25,33,42,35
27,35,30,35,29,25,33,31,30,34
40,35,32,33,33,34,32,30,33,28
31,38,33,36,41,30,33,28,27,25
37,36,30,27,27,32,28,30,32,22
44,29,25,24,37,33,26,34,35,32
40,42,27,28,27,26,27,35,46,39
34,31,33,35,24,31,29,26,31,28
29,32,34,28,31,27,28,44,29,28
28,36,29,24,33,29,26,31,31,30
44,39,31,33,42,31,35,37,30,32
26,27,33,34,30,24,35,35,30,27
26,35,28,31,28,33,35,27,26,26
28,35,27,25,27,37,32,30,48,24
30,31,31,26,38,39,35,26,35,28
31,38,32,46,35,26,24,34,25,37
28,27,29,30,34,30,30,40,32,33
37,37,29,31,28,38,36,36,33,37
32,27,36,31,29,25,23,28,37,27
