Board 1,Board 2,Board 3,Board 4,Board 5,Board 6,Board 7,Board 8,Board 9,Board 10
36,29,25,25,25,24,29,25,25,25
27,26,28,30,27,26,28,29,28,23
33,60,30,31,26,23,38,32,30,21
24,27,34,32,29,22,32,40,28,28
30,32,28,33,28,26,31,24,28,28
28,35,24,42,27,28,31,24,32,22
33,34,25,30,20,35,32,33,32,25
31,19,30,30,32,27,28,27,37,30
31,40,26,31,27,38,42,28,26,27
29,50,30,28,31,25,27,24,33,29
28,31,32,27,32,24,27,34,35,25
23,35,23,41,27,27,25,31,30,28
27,29,35,33,27,37,29,29,31,28
34,50,29,21,26,24,31,23,30,26
28,49,24,22,26,37,25,25,29,25
27,42,27,35,27,29,28,26,24,29
34,26,32,42,34,28,27,28,22,27
28,24,24,37,25,26,31,32,30,32
26,36,30,29,24,23,26,38,24,26
30,30,26,36,27,24,35,30,28,23
26,25,27,27,24,29,38,32,27,34
27,32,40,30,36,28,32,26,30,27
33,81,27,22,25,34,33,34,27,22
31,24,38,28,27,24,33,24,35,29
24,24,31,49,26,21,25,22,33,27
31,29,31,33,33,25,22,28,29,25
31,23,24,28,28,36,28,38,30,24
28,33,27,29,36,35,27,32,28,34
23,34,34,34,35,32,35,29,28,27
35,29,40,28,39,29,33,37,30,27
45,28,30,31,28,23,24,30,28,25
24,25,31,36,24,32,25,22,25,36
38,28,30,26,31,25,24,31,25,25
32,31,29,30,33,28,25,22,28,28
32,28,27,30,31,23,35,33,29,27
22,33,31,26,34,29,31,31,30,29
29,23,30,30,26,29,35,35,29,30
37,27,35,28,23,26,29,28,25,21
33,33,31,31,30,30,29,32,31,35
26,47,24,32,27,36,29,24,29,37
26,35,27,40,34,22,28,26,31,26
28,36,25,27,34,28,23,22,24,24
46,36,35,30,21,26,28,36,42,30
25,31,29,34,34,31,28,29,31,29
26,31,30,23,31,32,37,22,27,29
39,27,24,32,27,26,29,27,26,20
28,35,31,37,36,26,32,27,39,23
26,49,33,33,36,27,33,30,29,25
31,25,30,29,33,22,31,27,30,27
32,38,33,34,29,22,36,36,20,25
23,38,30,27,25,39,26,31,31,27
29,25,30,28,36,24,26,26,28,24
22,23,33,35,29,29,38,32,25,35
25,29,24,27,31,25,27,33,29,26
30,50,26,27,26,25,28,28,28,29
35,44,25,30,23,34,26,22,27,28
31,33,32,26,29,32,21,33,27,24
32,39,39,23,26,35,27,36,28,31
28,25,30,26,26,26,36,37,29,31
33,28,23,32,28,23,21,29,29,24
33,29,29,34,26,29,29,28,33,25
36,34,26,26,28,33,27,26,33,30
33,64,25,35,37,24,22,23,28,29
34,71,28,38,26,33,27,36,21,22
25,63,38,28,31,27,29,24,29,21
28,44,26,29,32,29,29,38,31,30
21,61,33,26,27,31,27,30,36,32
29,22,30,28,33,26,26,23,28,26
34,45,28,27,32,29,28,31,35,23
24,28,30,23,33,29,34,26,26,23
29,27,27,26,38,25,34,26,34,31
31,36,25,39,28,29,25,24,26,30
29,24,35,25,27,28,26,25,31,28
27,49,37,28,28,29,28,23,25,34
28,30,31,34,24,33,29,28,29,32
29,45,31,28,28,44,29,32,30,29
28,31,24,33,36,34,32,24,26,26
26,25,36,30,25,36,35,25,26,27
24,22,31,35,25,24,25,26,23,31
21,24,29,24,31,27,23,29,26,21
33,48,27,32,30,42,28,30,24,29
32,44,26,24,22,39,27,28,25,29
24,50,27,27,28,29,27,23,26,32
25,62,27,30,29,27,40,25,27,26
25,32,34,25,30,32,42,30,25,26
32,49,24,31,36,29,37,22,27,27
36,42,28,25,26,44,26,26,30,29
29,29,29,29,23,44,26,24,29,29
26,30,30,31,32,27,26,27,37,31
25,48,29,32,26,24,28,36,27,24
28,30,25,28,43,30,33,27,24,27
27,25,25,26,30,29,29,25,29,25
33,30,28,31,31,31,26,24,23,29
32,37,40,28,28,27,27,25,28,34
30,41,24,26,30,38,30,26,28,26
31,33,25,34,35,24,22,27,23,27
36,30,30,23,25,33,34,24,35,29
21,24,42,32,26,27,24,31,29,26
28,26,28,28,34,27,30,27,33,23
28,38,25,30,30,23,28,25,23,27
32,31,29,35,28,31,32,28,30,32
23,28,27,28,29,49,34,23,28,25
25,29,33,26,37,24,25,25,28,31
27,27,38,27,32,29,36,28,25,23
28,46,29,31,36,29,25,27,29,25
27,30,30,30,25,27,32,28,28,21
29,30,32,29,24,25,34,27,37,26
34,42,27,32,19,26,27,24,29,28
29,40,26,33,29,31,25,28,26,29
35,30,23,25,24,27,28,27,22,25
26,35,25,30,29,24,29,29,27,23
26,32,24,27,31,28,28,31,26,31
30,26,28,33,26,23,46,23,35,27
26,64,29,28,32,24,37,30,29,26
31,24,31,27,34,32,24,25,35,31
30,40,27,25,19,28,29,34,29,26
30,48,24,35,27,32,28,24,26,26
26,41,27,34,24,33,27,26,27,25
30,31,25,28,25,25,26,32,28,31
30,30,29,28,33,31,26,28,31,27
25,31,31,33,31,28,39,29,25,28
37,36,28,32,26,28,26,34,28,27
24,29,25,27,25,28,23,26,30,32
30,32,29,31,30,34,32,24,33,23
33,28,22,34,28,32,31,39,27,27
27,27,31,29,31,25,31,24,27,29
28,24,27,41,28,27,24,33,27,36
30,34,26,27,34,34,29,27,26,26
36,36,26,24,29,27,29,24,25,25
21,32,33,37,29,33,29,28,37,30
32,31,29,29,26,31,33,31,24,26
32,28,29,28,26,24,22,23,32,26
19,27,35,29,27,34,31,30,28,29
21,32,32,25,25,30,30,30,28,38
23,47,28,33,33,33,28,29,37,26
28,26,26,31,30,28,27,20,36,25
34,41,26,26,25,38,22,27,24,24
21,28,27,25,27,26,34,28,23,33
26,36,26,27,27,28,26,25,29,29
36,25,30,26,31,36,31,30,37,31
29,31,31,28,32,34,46,33,28,22
30,24,31,32,25,23,26,32,28,33
33,25,28,34,31,29,38,28,23,23
23,35,26,29,41,26,31,30,24,28
23,45,25,34,25,34,31,27,36,26
25,24,27,27,37,32,32,30,24,27
28,48,22,29,30,36,32,27,25,28
33,45,24,28,27,29,30,30,26,20
24,29,32,29,29,29,29,26,28,35
29,40,35,27,28,27,29,36,29,27
28,24,29,35,32,28,29,27,29,26
25,30,25,25,33,30,27,25,28,25
22,67,29,24,34,29,29,37,34,23
33,43,27,33,27,23,24,31,26,27
34,39,28,25,29,24,33,26,27,29
28,40,26,23,32,36,26,32,21,24
29,36,35,27,39,27,26,38,29,24
32,31,40,30,23,20,27,44,31,24
25,29,35,35,24,33,26,34,28,26
27,41,44,28,27,23,31,30,29,29
39,24,34,39,31,31,27,26,28,25
24,40,26,25,28,33,32,23,39,28
31,28,26,35,25,29,26,33,26,25
36,28,37,34,24,40,26,28,32,21
33,40,30,35,29,29,29,25,35,28
43,29,27,30,24,30,26,25,25,22
27,26,35,28,26,39,32,23,35,27
32,33,25,29,31,27,30,25,28,31
24,33,24,28,29,28,25,33,30,27
33,27,26,32,30,32,34,34,29,33
28,55,35,28,24,30,31,24,33,29
34,42,27,26,30,29,26,28,22,22
31,48,27,35,34,30,29,24,26,23
25,52,29,26,24,25,25,21,21,23
28,29,35,31,27,29,32,27,25,28
37,28,30,30,24,36,25,30,28,25
32,28,24,27,27,35,25,27,29,26
28,33,28,27,26,32,34,32,25,29
36,25,34,29,27,24,28,31,26,31
32,30,29,28,35,32,27,26,22,33
27,33,33,32,29,22,26,22,29,26
33,26,32,31,31,27,31,31,32,22
25,20,26,31,26,23,24,39,36,26
25,42,36,28,31,26,30,29,35,35
31,28,27,30,26,29,27,28,28,26
25,27,27,31,25,27,32,26,29,33
33,43,29,29,27,37,36,27,23,28
32,42,28,35,26,32,32,26,24,24
29,28,28,28,28,25,22,26,24,28
33,47,34,27,25,26,29,26,32,30
23,37,32,30,27,33,29,30,33,26
28,40,21,32,26,24,32,23,24,26
26,38,29,31,32,27,32,29,25,24
30,27,36,29,25,27,29,37,27,23
39,33,27,35,32,23,29,26,31,28
34,40,28,28,27,32,27,27,34,30
33,40,27,34,27,25,34,22,27,22
28,55,23,26,28,27,23,39,26,27
25,34,26,34,37,33,32,28,32,24
24,24,39,25,31,25,27,28,22,27
29,28,30,29,34,38,29,27,25,28
25,29,23,23,23,28,30,36,34,25
24,34,34,35,23,23,29,32,31,24
31,29,27,40,25,31,28,24,22,36
23,31,34,34,25,24,31,26,32,32
27,30,30,32,28,27,27,37,25,29
28,32,28,28,38,27,30,34,25,26
29,36,24,27,31,23,34,43,26,26
23,32,22,47,30,38,30,26,27,28
30,24,27,35,27,31,44,34,28,28
27,31,34,32,24,25,29,22,34,18
37,33,23,34,27,29,23,28,29,35
33,29,30,31,29,44,29,24,30,32
34,34,27,28,35,31,32,27,30,26
25,31,35,34,25,22,26,29,26,24
28,51,31,25,28,22,28,29,26,28
34,28,27,32,27,27,28,27,28,26
33,32,31,26,28,27,33,33,26,28
24,28,26,26,27,25,29,26,27,28
24,26,23,23,28,39,34,28,27,22
30,22,46,32,26,31,25,28,20,31
35,33,32,27,32,32,25,22,25,37
32,20,31,25,28,26,33,24,27,28
25,26,32,34,36,45,33,24,28,34
29,27,31,28,30,25,32,32,30,29
25,32,29,34,26,30,26,36,26,32
25,30,26,30,28,27,28,35,30,25
24,28,25,31,31,28,31,24,29,28
31,43,27,26,23,24,27,31,29,22
29,26,29,28,25,23,26,28,42,39
24,29,27,26,32,31,31,36,32,22
24,28,31,25,27,35,27,24,27,27
26,36,27,31,27,33,38,26,26,26
26,30,33,25,32,30,34,23,26,24
33,31,32,32,32,22,33,27,33,35
22,28,32,28,36,26,28,42,31,27
26,31,28,30,35,33,26,29,27,20
39,23,28,27,24,31,34,35,30,21
24,31,26,35,24,32,25,27,29,22
23,46,34,23,25,29,31,27,28,31
34,32,29,25,39,37,25,25,37,28
28,29,28,29,27,28,32,37,31,24
31,41,35,26,28,27,24,29,27,26
31,27,34,29,31,37,28,26,27,25
29,38,37,48,27,28,26,25,26,31
27,43,30,30,27,39,32,27,32,31
26,28,28,22,27,27,26,29,33,25
25,28,31,37,33,21,31,36,28,20
26,28,28,33,46,29,33,26,28,28
29,54,24,32,26,26,37,23,33,20
32,58,25,31,27,28,33,31,33,25
27,38,27,24,33,31,28,31,30,24
23,37,28,26,29,28,30,29,34,26
33,32,20,35,23,21,27,27,28,31
26,46,19,32,24,25,31,31,24,24
27,26,33,24,24,27,29,21,35,29
22,48,28,29,24,29,39,33,28,25
27,44,39,29,29,39,22,33,27,28
22,33,41,32,35,31,29,26,28,30
21,46,30,40,27,31,28,30,27,31
24,43,27,23,36,25,37,25,28,29
29,30,28,43,27,28,28,35,35,26
27,31,28,34,27,24,28,28,32,34
28,38,27,30,31,33,27,34,25,24
31,37,39,26,35,26,36,27,23,27
33,32,33,33,41,29,24,31,23,30
34,32,23,40,20,32,25,40,25,24
34,38,29,29,26,34,31,29,29,27
25,30,26,32,33,30,23,27,28,32
32,31,26,30,29,31,29,27,28,29
29,30,26,32,26,23,19,29,23,30
23,26,26,33,36,35,30,30,25,25
25,55,38,30,28,33,31,24,29,31
25,38,31,29,34,27,36,20,33,36
21,26,31,25,22,31,36,30,25,28
32,27,28,27,30,45,28,23,25,25
32,38,33,38,24,26,33,27,31,26
28,31,24,29,26,30,37,23,28,25
25,34,24,25,33,23,27,27,36,28
32,29,26,38,30,32,29,28,30,35
25,70,28,26,30,29,31,30,24,23
29,52,25,35,28,27,32,27,33,26
20,30,29,38,27,28,27,24,28,26
26,36,28,32,24,27,34,25,28,25
35,37,24,43,26,32,33,28,27,29
31,39,23,38,24,23,28,26,27,32
25,24,24,29,25,23,27,26,31,26
29,26,29,33,27,28,28,37,27,20
27,28,33,30,26,27,29,23,26,30
28,35,30,29,33,27,28,30,36,33
21,38,26,32,29,30,26,25,35,29
27,42,30,31,32,26,35,30,26,30
35,28,34,26,39,31,23,23,25,30
27,33,31,33,27,30,29,31,28,27
37,22,28,26,34,28,29,23,36,31
31,40,27,38,24,27,34,29,34,31
29,29,38,25,22,27,27,31,32,28
26,27,25,32,28,23,36,25,25,22
25,34,27,22,26,28,31,25,28,29
29,30,28,28,21,29,30,24,34,34
34,24,30,29,21,33,30,26,27,30
30,57,27,27,30,27,22,39,26,28
25,41,29,30,27,31,30,30,27,26
32,30,30,30,27,33,32,31,24,34
27,45,30,28,29,30,27,27,26,29
28,29,23,29,27,26,27,28,27,33
28,31,30,27,23,37,27,23,32,27
37,32,28,36,27,26,26,34,28,24
31,38,29,27,25,35,28,28,36,26
34,27,28,29,26,24,38,28,27,27
31,31,32,35,28,27,33,30,29,30
23,50,21,45,26,36,28,34,28,25
21,37,36,28,37,28,27,29,25,21
24,36,28,35,36,29,31,34,31,22
36,22,30,40,39,32,25,19,28,30
29,25,28,35,31,26,34,26,28,32
24,26,25,29,25,32,24,30,24,32
30,26,35,29,32,23,27,24,21,31
24,35,30,31,29,33,27,27,27,30
25,27,23,36,26,25,27,28,25,29
25,48,24,43,26,33,29,37,25,34
28,30,25,34,31,32,27,25,33,29
29,38,28,31,32,33,28,26,27,29
33,25,27,36,28,31,28,33,28,23
23,41,33,40,20,35,23,23,29,30
25,24,26,38,41,32,31,34,29,25
24,37,31,33,30,27,30,31,25,25
34,28,37,40,29,26,33,40,31,24
29,31,27,38,21,35,28,28,24,26
30,26,40,32,30,42,31,29,34,28
32,26,30,33,35,26,24,29,24,24
32,40,27,27,26,30,25,30,32,30
29,58,36,34,26,25,37,31,29,32
26,28,27,36,30,23,23,25,34,36
28,32,30,44,32,29,22,30,30,23
29,34,29,26,26,30,29,24,25,27
28,29,24,28,31,35,32,24,31,35
32,28,32,27,24,25,26,39,21,27
24,55,29,27,28,28,25,32,27,29
31,26,39,28,47,31,33,26,30,25
29,48,26,22,32,22,31,45,27,22
34,35,27,28,26,25,27,26,24,28
24,44,31,35,30,34,23,23,23,29
30,30,31,32,28,24,36,27,22,26
23,38,31,30,30,26,30,23,23,30
32,39,29,33,25,33,30,33,24,26
24,25,26,31,29,27,31,30,21,32
32,38,37,23,27,29,30,33,32,29
28,27,26,31,30,27,38,27,37,20
30,34,25,34,30,26,29,27,22,29
29,36,28,29,27,27,32,24,29,28
27,50,24,32,31,26,30,32,28,30
30,24,30,27,27,26,23,24,28,23
30,38,31,29,24,26,26,28,28,29
21,36,28,32,26,25,34,29,26,30
30,45,26,29,25,25,31,29,35,24
25,26,28,24,28,28,29,25,32,27
