Board 1,Board 2,Board 3,Board 4,Board 5,Board 6,Board 7,Board 8,Board 9,Board 10
33,28,25,24,33,23,33,33,46,29
33,32,28,30,40,29,24,23,33,22
31,27,30,24,34,28,33,26,34,25
36,23,23,29,38,28,31,36,33,33
24,30,30,25,25,27,28,32,29,26
38,53,38,24,31,35,33,33,39,28
49,27,36,29,26,34,29,31,31,35
27,22,30,29,27,26,34,31,25,31
30,26,22,23,31,23,42,31,29,38
22,31,31,28,34,36,25,26,28,31
25,22,42,34,41,27,31,26,32,31
29,32,26,34,31,35,32,29,27,38
33,34,20,22,34,32,36,38,26,32
29,27,31,25,32,30,27,26,37,28
28,34,28,27,33,35,30,26,27,31
40,30,30,33,31,35,23,33,32,30
27,35,29,23,25,33,38,30,28,35
31,26,27,30,34,28,32,28,34,32
26,26,24,31,32,35,30,34,24,33
23,32,33,27,25,31,25,38,24,26
29,23,30,39,28,35,25,31,24,34
38,44,27,20,24,23,34,34,26,24
27,33,21,38,23,28,34,30,28,30
32,21,35,29,26,34,29,29,31,32
31,31,30,31,25,33,33,30,33,35
27,30,21,34,30,28,36,33,30,23
31,34,27,33,35,26,31,33,30,27
27,30,23,34,31,21,34,28,29,26
25,31,26,36,27,29,28,30,24,29
33,22,31,24,31,32,34,28,33,25
25,30,25,26,28,31,26,32,36,24
37,36,25,27,27,28,31,28,40,26
25,26,29,36,30,23,26,32,24,29
26,23,28,35,37,24,31,28,26,28
21,26,33,26,31,23,27,28,29,30
28,35,26,24,32,27,34,27,31,29
30,26,28,28,28,33,28,27,28,33
29,36,30,31,22,36,24,28,38,31
36,23,32,27,33,26,44,28,25,36
40,24,28,26,28,32,38,36,30,23
30,26,25,27,25,25,32,33,32,30
23,35,24,34,32,27,36,29,29,30
29,33,33,23,27,35,29,32,45,21
34,24,20,31,24,34,23,32,27,36
31,31,30,25,30,30,31,28,29,32
22,32,27,31,23,20,25,25,31,29
26,39,34,29,29,38,31,33,27,36
27,30,30,30,26,29,32,25,40,25
26,19,32,27,25,30,29,25,33,27
26,28,32,33,30,28,30,27,32,27
25,28,34,31,31,26,30,29,32,26
41,27,37,27,26,31,27,42,28,37
32,30,37,33,44,28,39,30,34,25
31,23,28,29,28,24,25,42,33,30
30,27,34,26,39,35,30,29,30,29
30,32,26,35,24,42,35,28,27,42
32,29,30,37,28,28,35,38,30,28
31,31,30,33,35,28,30,29,24,42
28,33,35,27,24,31,26,30,29,34
28,36,33,29,24,22,26,27,34,30
26,26,29,37,26,36,26,34,29,31
24,24,43,29,33,26,26,36,24,33
22,40,30,30,32,29,35,30,35,39
29,24,29,25,36,28,23,29,29,29
21,40,26,26,23,24,31,28,40,24
23,34,34,31,35,23,35,30,39,47
30,33,38,26,26,31,27,33,32,38
24,34,31,36,23,25,40,32,32,40
26,34,33,30,24,29,42,37,42,28
28,26,28,26,37,30,30,28,31,25
26,29,30,28,27,27,35,32,27,29
23,29,23,25,24,31,37,33,23,33
27,28,29,31,27,31,34,35,38,50
31,27,30,32,34,32,27,23,28,33
22,29,28,27,32,20,33,33,22,32
30,26,29,34,25,29,28,33,28,40
34,24,31,34,37,36,27,35,37,31
30,28,28,36,24,29,25,24,46,28
28,30,26,23,26,38,30,29,29,29
35,25,34,32,28,33,28,41,25,29
25,24,30,30,27,27,26,39,30,23
43,26,31,29,40,29,35,39,24,30
23,30,25,26,21,23,23,27,25,39
29,31,25,28,31,28,33,29,38,24
32,33,32,28,28,33,33,40,26,37
24,31,21,26,29,24,28,28,34,25
26,43,27,24,31,27,35,30,28,36
27,26,27,33,30,23,32,36,32,28
23,33,45,38,29,25,33,39,29,27
25,27,27,31,31,27,28,31,34,39
28,24,23,21,30,31,25,31,26,22
28,31,34,21,26,33,31,34,28,34
28,38,31,34,31,35,34,31,28,31
28,21,32,25,33,31,33,28,27,24
