Board 1,Board 2,Board 3,Board 4,Board 5,Board 6,Board 7,Board 8,Board 9,Board 10
29,39,25,33,28,28,31,31,27,28
26,33,36,30,31,37,30,31,32,28
26,27,31,29,35,37,25,35,27,26
27,35,28,36,39,26,27,29,31,25
28,31,35,30,23,24,28,33,27,31
29,31,30,36,32,29,29,24,29,29
28,24,26,25,26,32,27,27,23,36
23,32,24,22,37,29,34,26,24,33
29,26,29,27,26,42,27,30,24,40
24,30,37,33,28,37,26,31,23,32
25,34,29,23,25,25,29,22,23,25
32,27,27,23,31,25,19,27,33,25
29,31,37,32,27,23,26,29,30,34
28,24,27,24,35,29,24,24,26,22
30,30,25,25,25,30,39,29,32,35
33,29,32,34,32,34,32,26,36,22
25,24,22,32,34,38,34,26,28,31
35,32,26,26,27,39,25,39,25,26
28,32,25,33,32,36,36,31,26,32
35,23,23,32,27,31,35,23,25,23
27,25,28,29,26,24,40,33,29,24
29,21,30,30,29,27,23,29,29,34
28,24,28,24,22,26,32,28,23,37
24,28,28,28,29,31,32,25,27,30
26,26,27,29,30,25,23,34,26,35
25,25,34,29,29,25,32,27,21,26
23,27,30,32,23,25,24,40,29,29
32,26,40,28,28,32,25,29,36,21
24,27,34,29,27,29,24,27,31,29
26,29,34,28,33,40,29,27,22,29
29,34,24,31,25,31,28,22,25,34
21,23,30,29,35,30,28,31,28,29
34,32,36,26,22,37,25,39,26,22
31,28,28,30,34,24,23,22,23,30
30,24,27,22,34,33,23,28,21,25
27,26,23,29,28,30,31,26,35,35
27,34,29,29,29,35,35,30,27,32
27,34,30,30,33,39,31,24,30,27
27,26,34,31,24,41,24,35,27,31
22,33,26,25,36,45,28,29,35,26
30,29,31,24,29,30,33,34,28,27
25,21,31,33,31,24,29,29,34,39
25,31,31,32,30,32,30,25,25,27
27,35,26,28,29,28,30,27,27,32
28,25,26,28,26,29,29,25,26,41
26,36,25,30,34,29,32,30,25,28
27,24,26,34,30,37,27,33,27,34
27,27,31,31,35,31,32,27,35,30
23,40,23,22,28,37,26,24,33,19
28,26,32,30,34,28,25,33,29,43
31,26,25,32,33,34,29,23,22,27
20,29,35,33,29,28,39,30,25,22
29,29,31,34,30,31,30,23,27,30
22,31,35,39,26,34,25,30,42,25
23,28,35,41,41,45,26,31,27,29
36,31,33,30,29,29,29,27,23,21
25,23,25,29,28,25,27,24,26,29
28,33,19,22,30,34,21,32,25,26
28,36,29,31,28,24,27,30,25,32
29,38,35,23,24,32,27,25,30,27
30,25,33,28,24,35,29,34,32,24
29,33,28,33,29,37,31,35,25,28
30,27,32,33,23,33,27,28,25,20
36,30,25,31,32,28,37,20,32,28
31,30,25,24,28,40,27,29,29,26
26,29,33,27,26,26,36,36,26,27
30,26,28,29,34,37,28,24,30,28
30,20,21,37,30,29,26,19,25,30
23,32,27,30,30,38,30,22,28,36
33,31,29,35,25,24,29,24,25,32
23,26,33,22,32,25,22,31,30,40
34,32,30,27,30,28,29,25,32,32
26,28,23,27,31,30,25,30,28,26
25,31,25,27,28,23,28,27,30,29
38,28,26,24,29,24,28,27,27,30
28,32,21,33,38,23,23,27,34,38
30,25,37,26,26,30,25,29,27,29
30,33,34,28,37,40,27,30,31,35
28,30,30,27,31,25,33,24,25,23
27,25,30,32,27,29,27,24,29,29
23,28,20,29,34,42,29,25,40,27
25,27,33,24,29,36,29,29,26,46
31,27,30,25,37,32,29,26,26,34
23,28,28,34,28,25,33,25,38,30
29,35,24,30,26,26,34,24,25,29
29,29,26,33,31,25,36,31,26,22
37,22,30,30,33,32,30,28,28,38
24,25,24,26,30,36,33,25,30,27
26,28,32,29,25,31,30,25,27,36
33,30,29,25,25,36,30,40,27,30
22,25,34,27,33,33,29,30,40,24
30,38,24,29,30,40,28,26,31,29
26,30,29,29,27,23,22,27,34,27
29,29,29,30,27,31,37,39,28,30
27,22,29,25,26,36,34,22,26,36
25,32,31,20,24,29,33,29,34,31
31,27,31,31,28,25,30,33,30,27
23,24,30,29,22,28,20,26,26,27
38,25,24,25,27,38,31,25,22,25
24,33,33,29,31,38,24,45,29,30
29,24,38,29,32,29,22,29,26,30
24,34,22,36,32,27,26,32,28,27
32,29,33,26,23,39,26,27,28,41
26,30,24,27,25,39,25,25,28,27
30,30,24,28,34,45,31,34,27,29
24,27,24,25,27,32,26,29,26,27
25,31,29,27,28,29,28,33,29,32
32,28,25,28,26,34,36,24,23,34
29,25,21,23,43,30,26,33,31,33
26,24,25,25,33,40,30,30,25,23
23,23,33,27,34,42,35,28,31,34
30,33,29,29,31,26,24,26,20,29
29,32,27,31,31,29,33,29,32,36
29,32,26,25,36,25,29,27,23,25
25,27,24,29,28,25,22,24,29,28
26,34,35,21,31,30,25,30,23,25
28,28,32,33,31,33,30,29,24,33
23,23,20,31,29,26,27,33,25,29
37,27,35,33,30,28,32,31,31,33
32,27,23,33,27,33,23,24,26,28
23,27,26,26,29,32,33,27,33,32
30,32,27,33,35,38,27,27,32,34
30,30,31,29,24,31,27,29,21,28
30,26,25,30,31,27,27,30,31,27
30,29,26,30,26,49,34,25,30,24
25,21,28,27,28,19,26,37,29,36
28,36,29,30,29,26,29,37,23,31
25,23,31,21,30,25,24,24,29,29
27,29,32,28,36,31,31,28,31,29
28,26,29,26,26,27,36,21,24,22
23,29,32,31,28,28,32,34,21,23
25,36,35,27,44,36,35,34,29,43
31,27,28,24,38,30,28,28,25,32
25,26,26,26,26,26,29,35,27,28
27,33,29,30,33,30,33,34,30,34
23,29,31,35,27,23,28,51,27,24
26,29,26,27,30,44,25,29,27,34
31,26,30,43,29,33,24,32,24,33
26,29,24,26,34,30,27,28,29,22
30,38,28,23,36,26,32,28,25,32
25,30,32,25,23,31,29,28,25,32
29,33,19,19,30,33,24,22,27,34
33,26,29,34,27,32,27,32,30,22
28,33,29,32,31,28,25,29,24,26
25,25,30,27,36,38,33,31,26,29
32,28,29,27,38,34,35,26,26,31
20,31,24,26,29,39,32,25,25,29
24,27,28,29,34,28,23,29,38,26
24,24,30,28,31,36,29,31,28,26
24,30,30,31,26,33,26,27,33,21
25,31,30,33,37,20,35,23,36,27
30,29,27,28,27,30,21,31,23,27
23,29,33,23,22,36,31,27,30,27
29,26,25,19,31,40,31,28,29,24
29,26,30,36,28,45,29,32,30,30
30,32,27,24,31,28,28,30,36,23
27,31,28,27,23,29,29,25,24,32
27,24,22,23,30,38,28,26,34,35
30,27,27,28,32,37,21,35,27,31
28,29,25,21,31,28,26,29,30,36
27,24,27,35,29,22,32,25,28,22
30,27,25,29,29,30,35,30,23,31
30,31,39,27,32,48,29,23,31,22
25,28,24,29,33,31,29,26,29,28
31,21,23,29,31,24,28,28,34,35
27,20,26,22,30,30,22,35,32,35
30,30,30,29,27,31,25,22,26,23
25,37,25,36,26,37,27,28,28,27
32,28,31,34,28,25,30,26,24,20
27,30,29,27,28,31,28,32,29,30
34,27,22,31,31,40,26,23,24,30
32,30,26,27,42,27,37,35,34,35
31,40,36,27,32,30,23,25,28,26
36,31,27,27,31,24,24,34,24,38
29,28,35,35,26,27,37,30,23,30
29,32,26,23,21,42,30,23,27,25
22,30,28,28,34,34,24,22,27,20
26,31,32,27,29,35,27,24,25,27
25,37,27,32,28,39,27,36,24,32
27,27,27,27,28,25,30,28,28,25
26,36,22,33,38,35,31,26,32,31
26,30,22,26,27,25,27,29,25,32
32,28,32,29,26,32,22,33,23,24
26,20,24,23,25,38,22,24,29,26
25,24,26,31,32,30,28,31,32,30
28,28,30,35,23,32,31,28,38,32
26,28,35,26,23,22,25,32,32,28
26,25,27,27,39,28,30,22,30,28
