Board 1,Board 2,Board 3,Board 4,Board 5,Board 6,Board 7,Board 8,Board 9,Board 10
33,29,31,28,24,20,28,35,26,25
31,24,35,20,29,26,35,30,22,25
28,27,30,28,31,30,28,28,26,33
23,28,34,34,26,30,32,32,30,29
29,28,33,26,26,27,23,28,35,25
23,23,33,26,30,25,31,22,25,29
32,29,22,33,27,29,33,31,24,33
24,32,32,36,25,22,29,26,29,24
26,33,24,26,27,31,29,23,25,28
28,26,31,29,26,26,24,31,24,26
20,24,30,23,24,28,26,30,26,31
27,31,29,30,37,28,34,32,28,29
25,22,30,36,28,24,25,30,27,41
26,28,30,32,28,27,25,36,32,27
26,24,31,30,24,28,32,30,33,29
29,23,29,24,29,23,27,29,30,34
30,28,29,38,29,26,29,27,25,26
33,27,29,32,29,32,27,30,35,30
25,34,33,29,24,26,30,28,31,28
24,28,34,24,27,30,26,26,34,42
32,29,25,29,26,27,32,26,26,24
30,26,25,32,29,26,23,27,29,43
37,29,26,33,29,24,31,30,30,26
28,28,31,31,30,28,23,30,27,24
23,23,25,25,30,27,37,34,35,28
28,29,33,36,26,28,27,29,25,35
31,30,25,27,36,28,22,32,25,21
30,30,33,28,28,26,29,27,26,32
27,28,24,29,35,29,32,30,27,27
25,31,27,32,32,26,26,26,26,30
25,33,26,33,38,31,26,31,29,26
26,26,25,29,28,32,31,31,29,30
22,30,34,22,36,27,30,36,25,25
27,28,29,27,31,25,24,23,26,25
29,28,26,25,25,29,30,27,27,36
32,30,24,26,27,30,33,32,23,21
23,33,31,25,39,22,36,27,43,29
31,22,34,29,29,26,25,24,29,27
41,30,30,33,26,26,27,37,31,28
26,27,38,31,29,26,27,26,25,30
29,29,29,26,29,23,34,30,28,24
28,27,26,28,29,25,32,37,27,27
28,26,33,30,25,27,31,28,28,33
27,32,25,29,37,27,30,26,40,30
27,24,29,42,30,33,22,28,27,30
26,26,27,26,26,30,25,31,29,23
27,25,28,28,29,32,27,30,22,30
29,30,31,28,29,32,27,30,24,32
31,26,30,25,30,30,24,29,32,31
31,29,29,35,28,27,31,23,24,35
35,27,27,36,35,22,27,31,27,24
21,27,25,30,31,26,22,46,29,36
41,31,36,35,25,25,28,29,23,31
26,30,30,31,29,37,26,43,33,28
25,31,26,36,24,28,29,24,27,27
33,31,24,25,31,26,30,33,32,28
33,23,29,36,26,27,28,39,35,28
34,32,30,41,25,25,27,31,36,26
26,30,29,34,27,28,36,35,28,25
36,22,25,23,30,20,23,26,29,29
29,25,31,27,28,26,30,26,26,30
29,30,29,27,30,26,25,30,27,29
45,27,24,29,31,23,26,28,38,30
27,35,31,31,28,31,21,39,35,32
22,27,27,24,37,29,29,27,32,31
25,37,34,32,27,25,27,24,30,22
24,27,34,28,39,33,32,22,29,29
24,31,26,30,26,32,34,34,27,26
27,28,32,23,27,31,26,24,24,23
26,34,21,24,37,37,27,33,29,26
24,34,32,32,25,28,40,21,32,25
29,32,34,27,37,29,22,30,31,25
28,29,37,24,25,26,28,31,23,26
31,32,34,26,25,27,30,28,28,28
25,27,32,26,22,28,29,25,30,28
24,29,28,22,36,28,25,30,31,30
29,26,31,34,27,23,22,34,29,32
40,22,34,40,25,21,29,33,36,27
24,35,26,30,29,29,26,26,40,25
27,28,30,26,29,25,28,26,33,24
23,30,26,27,30,26,30,26,24,30
24,34,29,32,30,32,25,23,23,34
32,32,25,32,25,35,31,30,31,34
32,25,37,36,27,28,23,26,23,37
32,33,27,24,30,31,28,33,30,30
34,29,24,37,35,25,32,28,29,30
38,28,25,31,31,26,27,32,29,30
30,24,28,35,30,27,25,41,33,28
26,27,33,24,39,26,25,24,32,26
26,35,32,29,29,27,24,26,29,27
34,25,37,29,30,22,25,36,29,41
37,29,39,30,28,26,33,29,24,26
29,30,31,26,39,25,24,23,35,28
34,38,31,35,27,33,30,23,30,25
28,33,33,28,29,27,25,28,31,36
31,33,30,30,28,35,28,22,26,32
27,26,32,31,32,33,34,44,27,26
23,31,33,36,30,30,39,22,31,25
27,26,24,28,23,25,28,31,29,31
23,29,28,32,36,24,27,29,28,28
25,29,30,33,31,28,24,24,26,31
31,31,30,27,28,28,23,26,27,28
24,29,33,38,32,29,37,34,26,23
26,36,24,32,22,36,34,35,27,28
25,31,27,25,29,31,28,26,30,32
30,29,27,27,28,29,35,24,31,27
28,36,27,26,29,30,27,27,28,27
27,39,38,36,39,28,41,29,30,31
29,22,40,26,24,26,23,26,27,32
31,35,29,29,24,35,24,30,29,26
28,31,28,24,29,29,27,29,24,29
