Board 1,Board 2,Board 3,Board 4,Board 5,Board 6,Board 7,Board 8,Board 9,Board 10
27,35,32,34,38,36,30,29,35,29
37,28,30,26,28,33,31,34,37,36
28,25,32,32,35,33,30,34,25,47
34,38,30,34,48,29,30,30,33,37
31,42,30,32,34,28,33,31,34,34
36,33,33,40,32,33,29,31,34,32
35,33,25,34,33,27,34,40,32,29
27,28,32,28,29,36,28,29,26,39
33,31,30,25,31,33,30,27,26,30
31,33,37,29,36,45,29,23,34,35
34,29,25,37,32,36,26,31,29,32
34,30,32,28,32,24,35,34,40,32
39,31,33,28,28,28,27,27,40,35
26,32,30,23,34,26,30,35,34,23
30,29,39,35,36,26,26,39,30,36
30,31,37,33,26,27,33,27,28,35
37,32,32,35,38,30,27,35,37,42
32,28,27,27,27,35,28,43,29,28
35,33,35,40,41,23,37,28,32,31
30,28,33,28,28,30,29,37,31,35
32,36,29,31,26,33,35,37,33,38
31,32,35,32,41,23,29,34,37,33
29,31,50,32,24,32,29,30,31,27
40,28,37,34,39,39,26,29,35,25
43,25,29,27,33,27,31,36,39,35
31,28,31,27,41,28,36,28,35,35
30,34,48,33,36,33,35,34,28,31
25,31,32,31,34,32,37,31,33,32
32,35,29,36,37,31,28,31,33,26
35,24,25,33,27,29,26,47,33,30
37,28,26,42,41,34,36,53,27,35
30,29,35,33,33,38,47,31,37,38
36,31,31,32,26,27,29,29,29,37
32,29,39,32,41,32,30,37,34,32
33,33,31,27,35,26,31,40,35,27
27,34,39,34,33,35,33,34,25,29
31,30,25,33,24,28,26,41,38,24
33,41,29,32,28,32,25,41,23,50
27,29,37,25,35,25,29,25,32,33
42,27,33,28,38,37,28,33,25,33
22,30,26,24,34,22,39,32,30,27
28,28,29,28,35,24,23,40,25,31
33,35,27,34,29,29,26,31,34,27
33,34,23,27,25,37,35,31,30,32
32,37,29,28,34,38,38,35,31,32
36,30,28,32,32,33,30,40,32,26
33,36,36,27,29,27,37,30,32,29
31,31,41,32,36,38,29,26,28,30
32,28,44,24,36,30,32,29,28,34
27,33,42,38,28,27,31,33,36,30
37,32,39,32,26,26,28,48,30,43
38,44,27,32,29,36,37,26,44,26
26,36,40,44,30,24,27,27,35,31
29,28,33,32,33,23,41,30,46,33
30,33,32,31,30,34,27,32,29,28
31,25,34,28,40,40,41,29,27,33
34,35,30,27,32,25,38,41,29,39
27,35,36,36,36,30,32,27,35,25
36,30,27,28,35,42,29,26,28,36
26,27,32,32,32,27,32,26,32,24
37,32,37,32,29,40,35,34,34,29
32,31,31,26,30,33,31,37,32,30
36,24,29,30,43,33,28,30,30,55
34,32,33,29,34,29,31,38,36,40
37,31,29,41,35,30,32,35,33,30
30,44,28,30,42,35,38,30,32,28
36,30,31,29,35,29,28,32,28,42
31,38,27,30,33,37,28,35,41,30
40,30,40,28,40,30,30,28,35,29
35,29,33,35,38,33,30,40,30,29
25,34,31,38,22,34,32,36,29,27
34,37,32,31,32,52,30,36,27,35
33,35,44,26,41,29,30,31,29,30
29,35,36,31,38,38,48,25,30,37
50,31,34,28,30,33,30,32,38,35
26,32,36,28,29,35,43,28,36,27
34,37,30,30,34,31,29,31,32,40
43,30,27,29,36,30,27,41,27,31
40,29,39,27,32,38,41,31,33,34
33,35,29,27,28,25,33,30,32,28
27,25,29,30,31,26,35,45,32,22
29,38,45,33,31,36,33,33,44,31
27,52,36,29,35,37,32,27,33,32
29,29,34,28,40,31,29,25,35,29
38,30,34,26,29,38,31,30,27,33
28,26,32,32,28,30,36,30,28,35
27,27,28,32,33,31,51,27,33,25
35,26,31,34,29,38,31,36,42,30
38,29,27,31,31,30,51,31,42,33
38,31,31,35,33,31,32,37,29,50
33,32,37,28,44,30,28,28,35,30
34,23,35,32,37,37,35,33,32,47
31,40,57,30,32,35,25,30,30,31
27,26,35,35,31,36,33,37,28,23
37,27,28,29,50,23,33,40,25,30
32,34,25,25,40,35,34,25,42,37
34,35,35,37,28,26,31,31,32,28
27,30,39,34,37,25,27,38,36,28
26,37,30,34,32,31,23,37,28,26
57,27,28,32,32,26,32,29,32,33
27,37,29,26,35,31,28,33,31,34
25,44,29,27,29,29,30,38,29,27
28,34,33,31,32,35,30,43,35,36
32,30,35,30,31,28,21,42,30,38
23,30,36,35,42,34,34,28,36,45
39,49,44,32,30,38,26,36,30,46
27,31,30,29,33,39,29,27,40,31
43,30,27,26,28,37,33,25,33,29
33,36,31,27,29,38,34,37,28,31
29,36,34,37,30,31,48,24,40,32
26,30,40,34,40,23,34,29,33,28
29,29,27,34,38,33,31,32,36,35
31,24,31,31,34,32,40,36,37,28
40,24,28,29,28,30,39,38,33,34
37,31,34,25,32,38,26,32,30,38
36,28,27,31,52,28,32,33,33,29
39,33,33,39,33,29,34,35,28,26
30,56,38,36,36,29,30,33,36,27
31,32,33,33,36,29,32,32,28,25
31,30,34,44,33,34,35,40,33,33
35,39,34,34,32,33,31,46,26,27
36,41,33,36,33,45,42,43,36,26
42,37,28,29,39,33,32,28,40,29
31,31,42,35,36,46,33,40,36,36
28,37,28,46,42,26,29,35,32,29
35,33,40,32,32,39,35,35,24,38
38,33,25,44,25,29,34,37,47,36
30,30,31,27,44,29,23,30,32,30
34,29,34,27,50,33,23,29,43,30
25,42,33,31,32,25,34,35,30,39
32,36,33,35,38,37,26,25,28,30
36,36,33,29,32,35,34,29,32,32
32,28,37,28,39,31,32,34,29,31
35,34,31,31,38,49,36,28,32,37
35,29,28,38,35,36,35,30,31,27
28,32,31,32,35,35,31,34,34,29
26,28,35,32,27,32,38,25,26,37
32,30,30,30,31,46,26,33,40,35
29,37,36,37,34,35,27,35,30,24
27,31,30,29,29,29,22,29,25,29
33,28,39,37,32,42,26,34,37,31
30,40,41,26,29,36,33,32,37,47
33,27,35,24,32,31,41,36,31,36
33,30,35,30,33,25,35,23,42,24
36,33,33,45,28,31,29,31,29,23
33,37,24,33,42,37,26,40,36,35
27,33,26,25,32,34,32,27,30,28
32,46,28,30,31,54,30,32,30,29
35,36,27,30,34,30,29,36,30,30
35,35,33,30,37,39,42,41,32,31
28,27,40,29,35,28,39,26,39,32
51,28,32,29,31,31,32,44,35,29
30,27,33,36,31,29,29,29,32,30
35,30,28,31,49,25,32,37,38,30
31,33,29,28,28,32,32,44,33,32
29,42,37,39,29,32,40,35,30,40
29,28,35,37,29,40,36,37,32,32
27,37,33,30,30,41,33,41,39,27
29,24,29,36,29,27,27,25,40,40
42,34,26,39,28,28,38,37,33,38
29,42,25,26,30,34,27,35,35,29
37,25,33,44,38,30,31,26,40,37
30,28,28,36,32,30,28,26,40,37
25,44,35,32,31,28,35,25,28,29
27,30,26,25,38,31,25,33,39,31
28,27,33,35,34,42,30,34,26,29
37,31,28,27,32,28,30,35,27,25
35,31,38,34,35,29,34,30,30,28
36,41,36,32,33,27,32,44,32,33
36,33,30,33,27,39,36,31,34,34
53,32,29,27,29,30,28,28,27,31
29,32,28,31,38,32,36,22,28,32
39,26,32,28,42,27,30,30,31,33
38,31,32,36,31,37,29,28,34,41
42,35,26,30,30,32,32,33,39,33
37,40,36,38,28,28,25,34,28,35
