Board 1,Board 2,Board 3,Board 4,Board 5,Board 6,Board 7,Board 8,Board 9,Board 10
27,28,28,28,35,29,31,32,29,35
32,32,36,25,24,21,32,34,31,30
36,32,27,34,46,32,32,38,27,23
29,29,28,30,31,22,26,28,34,27
33,28,35,31,38,26,30,37,41,37
40,28,25,29,40,25,26,26,25,29
31,32,25,27,35,27,27,24,30,26
26,24,34,27,37,27,29,28,26,35
33,32,33,26,49,32,26,33,33,39
35,27,40,33,31,29,28,51,35,38
30,21,30,33,37,27,35,39,42,27
31,26,40,29,35,40,34,34,27,25
54,29,25,36,28,29,29,31,30,26
36,37,33,24,27,29,29,36,43,26
31,28,36,23,29,25,28,30,27,32
33,29,32,30,35,34,31,44,37,33
33,33,31,39,31,27,24,28,30,27
29,27,37,28,33,23,24,24,31,30
24,24,38,32,37,29,27,51,24,27
38,35,33,28,37,33,33,31,27,29
27,30,31,32,33,31,31,29,38,31
28,27,34,33,38,29,25,44,30,24
31,27,27,34,32,48,32,22,30,29
29,31,29,22,25,22,30,34,29,40
26,29,26,38,35,28,27,30,33,24
39,30,36,29,41,41,32,28,22,32
29,33,41,27,36,34,34,29,23,27
28,31,34,27,33,31,31,32,43,48
25,34,35,31,42,31,34,38,32,26
22,31,36,33,34,24,30,32,42,22
29,33,30,40,33,27,27,40,26,29
20,30,31,28,30,29,27,41,35,55
28,28,26,23,33,29,26,28,40,30
37,31,35,27,52,32,24,31,26,33
39,27,36,35,48,25,23,28,30,26
31,29,31,26,27,31,29,36,33,28
38,30,33,34,22,24,29,32,30,29
22,27,37,23,38,23,32,36,36,28
29,32,33,30,32,33,25,30,26,32
31,46,40,32,38,36,28,35,22,31
32,29,31,44,38,25,27,30,34,31
32,37,28,24,32,26,28,31,26,31
48,27,28,27,29,33,25,31,30,49
34,24,30,24,29,33,27,27,30,37
35,23,30,32,28,29,26,35,34,34
28,27,29,30,29,32,29,29,29,27
32,43,24,37,25,26,24,27,29,40
32,31,31,42,32,31,27,35,40,36
32,34,33,28,28,31,37,35,29,27
27,31,29,25,30,30,28,28,27,36
33,30,27,38,33,29,24,47,25,21
39,29,32,30,33,23,29,33,21,27
38,30,33,28,33,28,24,50,32,42
29,24,35,31,31,31,26,74,42,32
39,28,33,34,32,31,26,32,25,22
29,29,27,27,29,30,33,28,26,24
28,31,26,27,38,30,22,35,33,30
30,27,29,34,30,28,31,34,40,27
29,32,27,30,41,30,22,28,29,33
35,25,34,32,25,33,22,31,37,25
39,41,29,36,36,28,30,34,24,24
32,31,29,30,30,24,27,39,30,23
42,29,36,25,32,27,29,43,34,41
32,30,30,25,43,29,29,33,28,27
39,27,28,28,30,27,32,38,24,26
31,25,30,29,36,33,27,36,26,37
28,27,23,31,34,33,28,35,34,25
33,34,33,23,40,36,28,42,35,35
28,26,31,24,41,46,28,28,39,36
30,23,28,29,31,32,26,33,34,23
42,26,32,25,32,29,26,25,27,26
30,33,25,32,28,30,28,36,29,33
26,37,35,30,24,27,27,30,25,28
30,25,32,31,58,29,21,40,30,30
25,24,22,37,32,27,36,30,32,44
34,28,27,31,24,28,31,35,23,33
24,26,27,23,24,36,27,28,31,37
31,27,45,42,32,26,30,45,33,34
36,26,26,36,42,29,29,36,29,28
28,27,28,37,37,29,26,34,23,23
32,32,32,24,31,31,34,31,37,33
32,30,28,28,30,33,24,46,32,27
41,25,30,33,29,26,28,31,28,27
29,26,23,21,32,27,31,36,39,31
31,28,28,34,27,32,37,28,26,27
31,29,31,21,38,30,27,26,42,28
29,21,28,44,34,40,22,33,25,24
24,30,24,35,43,35,30,26,27,28
34,28,35,35,28,30,28,34,24,29
30,37,34,25,30,23,25,33,29,36
42,26,28,32,30,25,31,30,24,39
43,29,36,24,35,35,33,29,26,35
40,35,35,32,32,29,31,31,27,23
27,32,24,31,42,32,30,32,40,48
29,27,31,32,32,32,25,35,36,25
31,30,28,29,33,32,29,27,35,40
23,27,35,32,36,25,43,25,30,25
31,26,30,31,51,28,30,68,33,32
35,31,32,24,31,28,28,29,31,30
28,22,23,36,38,36,25,36,28,35
28,30,29,36,28,25,28,22,30,25
33,31,24,38,42,31,28,30,42,37
37,32,26,33,28,28,30,29,26,31
38,22,40,30,30,35,28,40,35,24
29,37,30,27,47,35,29,35,26,33
33,28,29,28,26,28,29,28,24,32
23,30,43,34,37,26,25,42,32,27
33,21,38,32,24,24,27,29,32,22
33,34,30,28,44,28,28,32,26,29
26,25,26,35,42,24,30,36,29,29
32,35,26,36,49,28,37,32,35,31
38,30,34,29,39,28,35,35,29,25
