Board 1,Board 2,Board 3,Board 4,Board 5,Board 6,Board 7,Board 8,Board 9,Board 10
29,30,36,32,37,24,30,30,24,29
29,31,26,33,31,28,34,34,34,31
32,34,29,32,29,32,33,39,32,34
42,31,29,30,42,47,37,30,29,29
39,30,31,29,33,36,25,26,29,35
29,25,26,37,29,27,27,24,27,33
19,24,31,34,35,32,27,27,29,34
27,30,31,27,32,31,27,34,28,27
40,24,28,26,33,21,34,36,33,41
40,26,27,28,32,25,29,29,29,33
28,34,29,30,26,31,30,31,28,24
25,30,28,30,28,25,26,28,27,29
33,33,27,32,31,32,28,27,34,28
28,24,27,30,32,27,31,30,29,30
27,24,27,31,33,24,34,30,26,34
34,19,30,33,30,29,31,31,28,36
31,30,23,31,27,31,29,33,33,32
35,40,30,24,34,24,26,30,30,25
46,23,26,29,34,23,30,30,23,26
31,34,25,27,38,32,32,31,29,35
31,31,35,30,36,29,27,28,29,32
37,33,30,31,33,32,27,29,22,28
38,30,31,25,28,31,28,39,39,30
29,35,28,30,28,39,35,30,26,33
33,36,23,25,29,31,28,30,44,35
30,24,26,36,31,35,29,27,29,32
39,28,31,22,26,34,21,33,31,24
32,38,25,35,40,26,28,23,21,46
27,25,26,33,37,30,24,31,30,26
30,27,29,34,26,27,30,30,33,31
28,33,26,26,40,32,31,30,32,41
31,31,28,24,31,29,34,25,27,30
33,31,30,38,31,37,26,32,24,25
22,38,32,33,33,35,34,33,28,30
30,27,31,31,27,29,35,34,34,29
27,28,27,28,35,29,36,28,32,37
31,34,28,28,28,27,36,30,31,28
32,29,23,43,32,28,29,37,33,39
24,30,32,22,19,33,34,28,31,24
28,23,33,31,27,25,27,30,25,24
40,25,25,43,30,27,26,37,37,30
29,27,28,30,36,26,28,25,30,34
36,30,29,26,29,30,22,26,34,26
26,32,34,30,29,30,30,36,29,32
30,37,30,37,35,29,25,28,34,44
27,31,28,31,28,29,31,35,41,28
32,27,34,30,39,28,29,35,26,27
28,27,26,36,30,30,28,30,30,31
28,27,34,24,32,28,28,34,28,26
33,34,26,30,42,32,28,23,33,28
29,34,28,24,33,33,30,33,27,24
34,32,30,37,35,43,29,31,28,25
26,24,30,29,35,32,29,25,30,35
27,30,27,34,42,30,33,35,33,27
29,25,38,29,41,24,26,27,22,39
31,28,24,35,35,32,33,31,33,30
31,34,33,29,26,30,35,33,31,28
33,30,26,28,36,30,43,28,31,26
25,37,29,33,29,25,38,28,29,29
30,28,28,31,31,31,30,32,31,43
32,25,23,24,30,29,33,35,25,27
35,27,25,34,30,29,31,36,33,28
27,33,23,31,28,24,29,33,31,26
35,27,32,27,32,35,26,30,27,34
24,31,31,29,37,31,34,36,30,28
35,23,27,38,26,29,28,30,28,39
38,32,26,26,31,25,30,31,29,30
29,30,31,31,30,34,34,33,25,33
26,31,32,31,37,35,34,30,26,30
28,38,30,30,34,25,31,30,27,27
27,35,30,34,28,27,31,28,43,31
32,24,28,26,32,32,29,30,28,31
30,25,29,28,27,33,27,26,26,29
29,32,36,26,21,31,28,29,29,32
29,28,24,34,33,27,23,30,31,31
35,28,25,30,32,29,29,27,27,29
31,34,30,28,26,19,33,34,40,34
30,30,31,32,27,26,29,27,43,30
28,32,31,37,34,29,29,28,33,31
28,33,28,26,36,31,29,28,33,33
27,32,29,28,30,33,32,39,35,31
29,33,24,28,31,28,30,33,29,27
28,28,27,24,33,34,30,30,30,29
32,35,30,25,33,26,30,27,46,36
29,26,28,36,32,31,29,30,32,38
38,29,30,26,35,22,32,24,25,38
30,25,26,29,30,30,26,30,33,27
43,37,29,24,32,31,25,32,26,33
33,33,30,29,38,24,35,34,43,34
42,27,24,26,31,26,31,29,32,24
27,36,26,28,33,27,27,27,27,25
24,30,30,36,46,35,37,25,27,33
36,30,32,26,31,28,29,36,28,31
33,31,23,34,34,30,32,35,34,36
27,35,35,31,29,27,32,35,31,31
35,26,30,34,35,35,28,32,30,26
32,30,25,27,31,34,32,33,30,26
29,35,27,33,31,27,26,35,33,29
28,27,24,26,34,37,29,29,28,42
35,27,25,32,38,26,29,37,34,34
31,24,32,30,24,30,41,32,26,38
25,27,21,23,29,34,28,30,47,34
27,28,31,34,39,33,29,29,32,29
32,34,26,33,36,31,28,27,28,31
36,36,35,31,47,26,36,27,35,29
29,31,28,26,28,33,32,41,33,39
32,37,34,30,35,29,28,36,25,29
28,32,28,27,32,27,34,32,27,28
24,28,25,34,36,25,30,29,37,33
22,32,25,33,40,25,36,26,35,27
32,31,27,28,28,29,34,30,31,30
35,28,40,29,22,32,28,33,26,38
30,33,25,29,29,29,27,26,28,30
29,28,36,35,29,31,28,34,26,32
25,25,29,31,34,29,31,29,31,37
28,29,24,24,41,31,26,29,31,26
31,26,28,32,38,31,27,30,27,29
31,29,24,27,32,26,31,32,31,30
32,31,24,29,33,27,36,37,38,29
32,26,29,28,34,28,40,33,30,30
32,34,32,35,31,22,37,31,35,30
28,35,30,25,33,32,35,31,36,34
38,28,24,33,27,33,35,28,27,32
30,30,26,32,32,29,28,37,23,29
33,36,35,31,30,31,32,45,25,32
38,30,28,27,33,30,37,27,29,38
29,31,26,29,27,26,27,27,27,37
26,29,36,30,27,31,26,30,26,41
28,30,34,21,39,29,29,31,28,39
33,26,28,32,30,33,35,37,25,36
26,28,34,23,34,24,34,27,27,30
34,31,30,36,31,28,29,31,29,35
31,25,33,29,29,35,40,32,25,25
27,27,25,29,37,37,27,28,36,24
36,24,31,36,34,29,28,38,32,28
21,33,30,31,37,32,31,41,34,28
33,40,27,32,24,30,27,36,29,31
34,27,32,30,29,30,33,29,39,33
32,30,30,35,33,23,32,31,29,33
29,31,27,29,30,35,31,34,35,36
