Board 1,Board 2,Board 3,Board 4,Board 5,Board 6,Board 7,Board 8,Board 9,Board 10
25,32,29,29,34,28,27,25,31,29
31,26,28,33,24,29,31,21,29,25
32,26,29,33,28,24,28,28,32,33
33,30,28,31,42,27,25,26,38,29
31,41,37,26,31,31,29,21,33,29
28,28,33,38,33,27,27,24,30,29
29,34,34,34,31,36,27,36,29,27
35,34,30,28,24,26,26,26,26,29
30,31,28,28,30,28,29,31,38,24
24,29,24,40,33,28,35,30,34,28
34,23,32,31,31,32,27,27,29,32
36,26,27,34,26,30,28,33,25,27
33,26,31,33,33,27,26,35,31,38
28,23,38,34,28,29,31,28,29,34
29,25,24,28,39,31,29,30,27,28
26,26,22,35,24,27,27,24,23,32
26,32,28,35,28,29,22,33,25,29
37,26,32,30,31,40,27,28,31,24
27,27,25,36,28,31,29,29,42,29
22,27,31,25,22,27,30,29,31,30
34,30,33,35,28,39,29,31,28,24
24,29,32,29,30,28,23,28,45,27
25,32,42,29,29,27,26,29,30,30
27,32,32,30,39,31,32,29,33,38
21,32,41,31,33,29,32,30,36,25
42,31,32,30,33,25,28,29,33,29
23,25,37,34,30,37,26,30,33,26
30,31,44,29,28,29,28,34,35,32
31,32,32,35,27,31,21,31,31,34
30,23,28,32,24,35,35,26,26,24
30,22,29,30,25,31,37,25,29,29
26,25,27,36,30,25,27,24,32,29
28,29,30,41,28,28,26,28,23,30
35,36,31,25,35,28,29,33,42,32
35,30,32,31,28,35,28,28,27,34
28,33,34,30,34,29,23,24,44,35
40,33,47,35,34,24,31,40,24,28
39,30,41,23,27,43,31,30,23,25
25,31,29,33,25,44,35,30,24,37
36,30,28,25,29,27,36,25,32,24
31,37,34,26,27,40,23,25,28,34
29,21,36,36,29,30,34,25,32,33
36,30,31,33,33,26,27,30,38,34
32,24,27,30,32,29,28,29,35,32
33,22,27,36,34,33,22,27,36,24
24,31,30,31,23,32,30,28,29,32
33,23,31,41,26,27,33,29,29,26
35,29,30,38,30,38,24,32,26,37
27,27,29,29,41,28,27,26,34,28
25,29,24,31,26,38,26,25,28,26
23,24,33,22,28,33,28,27,29,31
28,31,33,32,42,27,34,28,24,33
29,26,29,35,24,32,28,30,27,29
24,34,26,35,35,35,34,26,25,29
29,25,36,27,26,39,23,29,27,28
30,28,34,34,24,32,28,32,27,26
30,31,33,33,33,28,27,32,27,24
31,23,27,33,32,29,30,25,25,32
23,29,28,27,29,29,30,29,31,31
39,28,21,29,36,33,27,20,35,28
35,30,42,26,30,36,27,30,26,23
26,26,31,29,35,25,43,37,25,25
29,26,29,28,44,38,25,30,33,31
28,31,26,31,33,25,29,36,24,38
27,29,25,34,32,34,36,28,33,28
21,28,46,34,34,28,22,22,34,23
24,28,30,27,27,32,24,29,27,24
