Board 1,Board 2,Board 3,Board 4,Board 5,Board 6,Board 7,Board 8,Board 9,Board 10
27,31,30,37,32,41,30,30,33,31
28,29,35,26,29,29,32,26,31,37
30,32,28,26,31,36,42,34,32,31
36,33,29,41,29,24,32,32,36,37
24,28,43,31,26,29,39,28,43,42
29,43,34,38,33,31,32,27,30,29
32,31,33,32,35,40,26,34,48,30
32,43,34,32,34,39,27,26,26,32
23,27,38,37,37,28,31,25,38,28
39,30,29,26,35,21,37,30,33,26
28,21,38,29,29,26,36,31,29,30
27,28,23,32,29,27,38,31,33,21
30,32,30,33,20,29,23,22,28,26
31,31,27,24,31,31,38,30,35,32
44,25,29,33,28,28,28,28,37,51
35,27,26,41,31,25,37,25,34,33
33,41,28,29,39,30,30,27,34,26
29,33,42,34,24,46,29,36,33,43
30,36,31,41,34,36,36,30,37,36
28,36,31,24,28,32,30,22,41,36
40,28,27,28,31,36,39,35,31,29
34,49,45,24,33,33,44,34,30,33
42,39,35,35,24,36,56,31,30,35
35,31,29,26,37,26,28,25,35,35
36,32,33,24,26,38,42,25,28,40
34,26,44,34,29,32,47,38,36,33
32,28,30,25,36,47,33,23,34,30
36,26,28,34,29,40,37,35,26,26
36,29,33,38,27,37,36,35,48,34
31,31,25,28,31,33,31,30,34,32
29,40,28,42,30,38,28,31,40,37
33,27,37,39,24,32,29,29,42,33
24,27,33,33,35,44,36,36,39,26
34,27,23,35,35,34,28,32,29,24
29,25,36,44,25,26,45,37,34,24
31,26,24,47,21,23,29,31,30,28
35,41,26,29,25,29,24,26,36,35
31,28,33,26,25,36,26,32,33,30
30,31,37,32,42,30,35,40,27,36
28,29,36,24,46,38,39,29,38,30
29,33,37,29,27,23,34,26,34,46
31,35,38,36,22,38,36,28,31,30
30,30,23,33,25,27,31,34,33,40
28,42,28,36,31,33,33,33,30,35
24,27,38,31,27,40,38,34,41,37
26,37,29,36,33,29,24,28,35,33
30,35,39,37,35,30,31,33,35,31
29,30,40,34,30,37,36,27,30,36
34,29,31,48,29,39,35,37,23,36
37,28,41,29,31,30,28,33,28,21
27,29,34,32,31,45,31,27,30,32
33,32,21,27,32,33,32,28,39,31
38,30,32,24,41,36,32,30,33,24
22,27,35,33,29,32,27,29,32,32
31,36,37,41,40,41,26,28,35,46
28,34,43,42,30,26,43,28,27,41
29,25,41,24,32,36,37,33,37,39
29,34,27,39,32,34,35,27,33,24
33,27,39,39,27,47,32,23,33,26
26,36,29,36,33,33,35,29,39,32
29,29,38,22,26,41,21,27,27,32
27,37,26,27,34,26,25,33,27,34
32,29,49,34,29,23,33,32,36,34
22,24,32,36,31,32,34,35,38,33
36,32,29,32,33,31,28,20,46,28
38,32,46,36,26,40,28,30,28,33
45,36,39,29,35,28,38,28,36,32
26,31,39,34,31,25,36,29,38,31
34,35,43,29,31,32,42,41,38,39
42,31,36,27,30,34,40,30,36,36
40,22,33,28,30,35,37,35,27,32
27,30,37,26,40,39,35,25,33,40
37,31,27,41,32,27,32,37,26,24
38,25,33,39,29,22,42,35,47,26
35,34,38,30,31,35,32,33,31,31
27,26,43,38,33,29,30,30,40,29
36,36,34,31,34,24,42,26,33,34
25,36,32,38,19,24,28,29,29,33
30,32,27,44,32,34,36,31,32,39
32,24,27,39,43,34,31,25,42,31
28,27,35,24,38,26,49,25,30,30
30,28,32,24,26,31,29,30,37,38
35,33,25,31,23,31,36,38,35,34
33,35,24,25,33,30,38,31,35,45
28,32,35,31,32,33,34,33,30,29
38,24,37,31,34,29,26,29,29,35
34,30,30,23,32,30,36,28,39,37
23,25,32,42,33,34,31,30,38,32
29,30,27,30,31,43,27,33,31,30
31,43,30,30,25,32,28,30,42,43
29,34,34,28,35,43,37,37,38,28
26,34,28,32,27,27,35,26,29,27
28,25,41,28,34,35,44,39,29,25
31,23,31,28,26,25,38,25,33,29
31,30,30,31,43,32,34,33,26,36
28,27,39,29,38,42,23,27,26,36
25,25,32,43,28,37,31,27,35,33
29,34,36,29,44,33,33,34,32,26
29,29,22,38,39,28,32,26,40,38
26,37,29,32,23,24,32,42,32,32
29,30,32,29,31,38,30,32,32,30
30,35,38,48,34,27,25,25,25,30
31,26,34,28,36,29,30,33,31,39
33,36,28,33,31,23,39,29,27,30
27,25,32,33,22,29,27,33,34,36
28,35,22,37,34,37,26,24,32,36
33,26,32,41,28,36,26,41,27,29
29,19,28,37,29,29,28,28,30,51
42,29,32,23,30,47,35,32,36,27
30,31,27,26,29,33,39,32,42,32
41,27,38,50,31,31,42,31,34,39
36,26,27,29,25,26,49,30,47,33
29,35,30,35,44,43,37,30,42,35
34,31,27,32,23,33,26,25,30,35
29,32,24,23,25,41,28,27,30,26
29,29,29,30,35,34,30,24,31,43
26,29,40,31,31,32,23,27,38,36
26,31,29,30,34,37,37,32,29,35
25,35,41,37,31,45,45,32,39,37
37,37,27,28,31,36,24,28,26,31
32,25,32,26,32,31,35,38,30,33
39,32,42,48,31,34,44,32,30,42
32,26,32,30,32,31,28,30,32,31
31,38,33,34,29,38,25,40,35,31
26,35,28,32,30,30,31,34,21,40
35,23,34,38,32,27,33,28,34,34
