Board 1,Board 2,Board 3,Board 4,Board 5,Board 6,Board 7,Board 8,Board 9,Board 10
34,34,31,33,40,29,33,27,41,37
32,35,49,39,29,36,32,42,50,43
28,34,32,27,32,56,58,35,26,42
41,37,33,51,40,32,40,39,33,42
25,31,25,39,27,37,33,26,44,30
26,29,28,34,43,37,30,28,36,29
33,33,35,33,28,42,34,36,43,32
38,24,29,34,30,38,28,46,51,36
36,32,42,33,56,34,24,37,39,44
40,32,30,32,35,42,36,31,42,41
29,28,39,39,41,33,39,36,37,40
25,34,31,30,32,37,25,32,35,33
37,33,36,43,33,31,31,37,33,36
23,35,28,47,30,28,32,36,35,38
32,40,42,24,30,28,41,27,37,49
30,28,28,38,31,32,30,28,41,47
33,25,32,33,34,37,31,35,38,37
27,36,26,39,33,33,43,47,32,28
30,32,34,45,33,51,32,30,30,38
24,32,47,35,43,40,29,37,37,52
34,37,29,31,28,25,23,29,36,42
24,45,30,26,25,49,42,30,31,37
25,31,36,29,37,29,25,30,49,40
39,30,31,30,46,34,30,28,40,27
30,31,30,36,40,30,30,28,29,37
38,37,40,31,27,47,38,30,46,36
44,38,40,32,30,32,28,31,40,28
30,41,30,30,44,37,31,36,37,30
34,26,24,35,35,32,34,39,35,29
35,44,31,44,29,36,32,29,39,46
32,38,25,30,33,26,31,37,32,37
46,39,39,32,49,29,26,34,28,40
32,36,31,37,37,25,36,54,49,35
33,26,27,50,26,36,29,28,33,38
26,36,35,40,34,33,38,30,31,28
25,35,35,30,36,34,29,29,45,33
43,36,35,28,40,39,33,37,51,36
24,44,36,26,31,31,33,36,41,40
34,40,34,38,30,32,37,37,42,28
41,35,31,49,33,40,39,44,35,29
31,35,32,36,46,32,35,38,48,52
33,43,28,32,36,38,30,31,45,41
41,30,24,28,28,30,34,35,50,28
32,37,37,36,31,26,49,28,37,33
27,42,29,37,25,33,37,37,36,30
24,31,32,28,26,29,40,35,40,28
29,47,35,40,35,27,45,32,38,31
47,40,28,40,28,29,29,37,37,37
28,48,38,46,30,31,28,35,33,39
26,31,32,28,36,35,39,26,30,30
27,32,29,35,32,35,37,28,39,45
36,46,36,32,41,34,33,27,40,30
37,36,32,33,38,23,30,34,51,32
22,40,33,26,50,44,44,37,38,31
25,47,35,44,48,30,36,40,42,38
30,40,26,34,29,37,40,33,31,35
30,41,33,33,35,33,44,40,49,30
32,32,23,28,30,34,33,36,31,32
39,35,37,37,37,36,33,25,25,32
34,39,33,36,39,31,39,30,43,43
32,29,45,41,24,30,31,24,35,36
34,33,30,29,39,35,32,30,45,37
27,32,36,40,34,41,28,40,30,35
36,28,34,57,31,29,35,36,33,46
31,27,28,37,36,26,36,33,39,27
29,29,36,27,36,34,53,31,35,36
40,36,37,39,29,46,31,40,60,38
28,26,40,34,38,35,31,29,39,35
36,30,44,29,28,33,30,32,38,35
36,29,32,22,38,36,31,36,38,31
46,40,32,40,31,33,40,42,37,40
31,35,29,31,39,47,33,45,42,34
31,31,44,35,35,41,34,26,28,33
27,28,47,26,34,31,29,36,56,30
45,29,38,30,31,29,29,29,32,34
33,31,24,26,29,34,49,25,37,31
35,38,27,34,44,40,34,39,39,41
34,25,31,31,41,32,33,30,34,37
32,27,28,38,33,33,50,31,41,33
35,29,32,50,40,28,38,33,36,32
31,31,24,29,30,40,38,32,33,50
31,49,33,36,39,32,32,37,46,32
40,44,30,32,51,44,31,34,36,31
27,31,26,35,41,30,32,32,32,33
33,36,33,31,26,43,33,42,33,33
28,30,29,48,36,31,31,40,25,33
35,36,30,31,35,27,29,32,25,28
35,25,32,31,52,23,32,40,50,38
35,37,45,38,32,40,28,34,35,41
27,40,25,46,31,26,38,30,38,48
47,35,31,24,34,33,29,36,38,44
40,33,34,41,34,34,33,38,39,32
34,32,34,37,30,33,42,26,40,37
30,30,45,36,26,31,34,49,32,35
52,31,35,27,39,30,37,36,40,36
42,34,37,41,35,34,31,43,52,35
34,34,29,45,41,29,45,24,53,33
27,30,32,34,34,32,34,34,41,33
42,30,37,32,35,35,40,41,38,33
32,42,33,32,46,32,31,29,37,37
31,39,36,29,31,38,31,36,40,33
26,31,34,38,31,34,30,34,35,42
30,34,32,30,27,29,38,33,45,32
29,37,33,33,36,27,30,36,47,32
29,30,33,33,30,35,44,34,46,38
31,36,27,27,44,33,29,29,42,49
17,29,28,46,32,21,26,34,32,45
35,28,29,30,30,35,34,33,37,37
46,24,38,41,41,34,37,39,42,35
25,27,31,29,32,31,30,35,38,46
26,39,29,36,43,26,27,29,37,34
33,34,29,34,39,43,30,42,34,29
31,27,34,32,35,35,39,34,34,39
33,33,39,40,30,31,39,43,37,38
27,47,36,40,31,33,45,36,45,25
26,24,43,30,33,36,43,40,36,32
35,30,26,27,30,39,32,44,30,26
38,35,51,43,35,31,34,33,50,30
43,31,29,42,36,30,36,33,34,36
