Board 1,Board 2,Board 3,Board 4,Board 5,Board 6,Board 7,Board 8,Board 9,Board 10
41,33,28,37,35,26,34,34,28,20
30,27,31,25,31,28,36,25,42,33
28,27,32,28,39,32,50,46,27,28
38,26,24,26,40,32,33,33,30,28
31,30,29,28,27,22,25,29,23,24
28,32,30,28,32,24,30,29,28,23
29,25,28,27,44,24,42,24,24,30
32,32,27,25,25,31,29,28,25,29
32,28,32,36,31,37,27,28,34,31
25,42,21,27,40,30,37,22,21,24
29,31,23,28,41,32,28,35,20,31
38,25,26,28,42,43,40,43,36,29
32,30,32,32,35,33,40,34,32,27
26,25,27,26,39,28,40,26,39,36
30,38,32,28,32,29,26,24,21,29
30,27,27,38,41,30,44,30,25,32
24,31,28,30,34,25,33,31,20,23
35,31,37,33,29,30,43,30,31,43
29,26,29,36,34,35,54,35,32,37
29,30,46,35,35,26,25,28,43,34
35,33,21,24,33,29,38,22,34,34
38,26,37,33,32,33,36,30,36,34
26,37,33,31,41,38,29,33,29,24
24,26,33,32,29,26,33,33,20,36
31,30,30,31,49,29,25,37,32,25
25,25,28,35,31,35,25,30,38,33
30,28,29,38,36,31,32,27,37,34
31,26,34,37,30,28,28,34,43,30
27,27,28,31,34,24,30,38,24,30
34,34,32,34,35,38,36,37,29,25
28,29,35,27,32,24,28,38,30,30
47,30,29,38,29,29,48,25,33,33
41,31,38,28,52,28,35,26,28,36
27,33,26,30,22,30,23,29,30,35
24,36,28,26,31,42,23,40,30,35
30,34,32,30,36,29,26,31,34,23
36,26,31,24,36,31,31,29,25,38
29,24,31,28,33,29,25,29,25,39
20,29,20,43,24,47,46,31,34,26
22,33,23,26,34,32,37,34,40,41
27,30,31,39,26,33,32,28,27,31
24,35,35,41,44,34,28,31,34,24
25,38,35,31,40,29,39,33,29,28
32,25,26,37,34,39,30,40,32,42
35,31,28,42,46,26,25,34,26,28
26,24,32,30,30,30,29,25,25,24
31,34,27,30,30,37,28,31,28,29
35,31,25,27,27,30,29,29,29,43
