Board 1,Board 2,Board 3,Board 4,Board 5,Board 6,Board 7,Board 8,Board 9,Board 10
27,34,30,27,22,24,27,41,27,29
31,28,25,28,30,26,32,23,38,30
33,25,26,25,27,26,26,33,25,34
24,30,30,36,26,46,35,22,29,32
29,37,29,32,27,27,26,29,34,20
25,26,30,27,25,40,29,39,28,31
30,21,32,30,31,33,31,29,26,30
41,23,25,30,26,40,35,26,31,35
32,43,25,32,24,30,29,34,25,25
31,31,27,30,22,24,23,35,29,29
39,25,27,23,26,39,28,34,30,37
35,29,23,30,33,25,28,34,34,24
37,28,21,31,25,34,24,40,31,38
23,23,34,29,23,47,26,22,28,21
30,28,28,27,33,27,23,24,25,27
27,32,28,25,29,30,33,37,23,36
36,35,19,28,24,37,31,38,23,28
28,28,34,25,26,40,29,28,27,29
38,28,22,31,24,35,22,31,46,28
41,28,29,32,32,30,27,25,28,27
32,35,31,28,32,28,34,35,29,30
24,21,38,27,38,32,28,24,40,30
33,26,28,33,27,32,24,36,38,26
24,32,37,27,24,32,35,32,29,32
35,29,29,27,27,33,23,31,31,35
26,25,30,24,29,41,23,27,38,27
25,48,29,30,32,29,30,38,44,26
46,27,30,27,25,28,27,31,34,33
20,28,26,26,16,33,27,23,27,31
26,54,39,28,26,45,28,24,35,31
40,28,41,24,31,34,30,36,35,36
23,24,37,37,28,29,24,33,32,34
27,24,22,31,31,30,23,33,29,32
32,31,37,31,46,34,24,29,26,31
24,25,26,27,33,23,28,34,38,23
36,23,27,26,28,28,23,35,30,27
32,30,27,29,27,28,24,35,36,31
22,30,33,30,36,41,23,27,23,24
23,31,48,31,28,29,24,24,28,31
38,32,24,31,22,24,19,35,36,27
29,29,35,32,30,32,23,33,30,30
22,27,24,29,20,24,26,25,26,28
32,35,28,39,25,67,28,45,25,24
32,38,39,32,29,35,28,34,26,26
24,30,27,33,24,32,31,29,36,27
30,24,25,32,27,27,24,29,27,29
31,34,38,28,34,36,27,27,31,37
34,27,37,27,25,56,23,31,23,31
40,27,22,30,22,23,26,36,31,29
29,33,27,38,36,28,20,34,35,28
31,32,33,31,23,35,24,29,24,34
32,29,29,24,34,32,28,33,28,28
39,24,32,27,30,23,37,27,35,25
44,31,23,22,27,30,27,31,22,36
34,23,19,25,29,31,32,54,29,23
30,26,32,32,24,36,29,31,23,25
34,39,21,26,36,33,31,20,22,35
39,28,32,24,25,32,30,30,30,27
25,32,30,33,26,35,31,37,33,28
34,50,26,32,26,46,28,39,49,25
29,27,33,23,38,27,23,28,29,27
30,25,27,29,22,28,25,26,24,24
37,30,34,32,23,32,26,21,26,33
32,32,23,27,30,35,26,41,31,33
32,31,27,26,26,29,25,24,34,26
27,26,35,25,31,31,26,29,40,27
26,25,34,30,27,43,19,33,33,30
26,33,31,32,28,30,27,38,33,25
29,30,50,32,25,26,30,29,30,31
29,35,31,24,27,28,28,34,29,27
30,32,33,27,26,30,30,29,31,28
25,29,35,35,27,32,21,38,37,20
27,26,25,28,24,35,26,26,31,28
24,21,36,29,26,30,25,34,23,34
35,37,39,27,28,25,31,30,37,29
28,52,23,34,27,31,31,31,23,29
24,43,17,36,27,42,23,40,24,32
