Board 1,Board 2,Board 3,Board 4,Board 5,Board 6,Board 7,Board 8,Board 9,Board 10
28,28,27,31,27,32,26,23,26,29
32,24,23,28,23,25,30,27,42,38
32,37,33,30,33,31,29,22,26,25
32,27,24,26,22,31,26,26,27,30
21,36,35,31,30,30,40,31,28,26
33,26,37,27,31,27,26,26,30,26
24,30,26,26,21,28,32,24,24,29
28,24,32,28,30,26,24,33,29,29
32,23,42,27,26,30,33,30,30,32
28,30,33,23,27,21,25,34,26,26
25,25,26,25,29,31,29,28,26,26
27,28,31,25,18,32,33,27,24,30
27,26,31,22,28,32,29,29,27,24
21,30,36,23,28,30,33,32,26,33
28,23,46,26,27,25,32,26,22,26
27,29,29,26,26,28,32,23,33,33
30,31,28,30,25,25,29,27,25,33
37,33,30,29,30,24,39,23,28,28
30,31,31,25,32,33,32,33,27,22
24,33,31,22,25,31,32,30,30,38
29,28,26,22,20,24,23,28,28,24
37,21,29,34,27,24,23,27,30,24
26,23,31,32,24,20,31,32,33,29
22,27,27,26,24,28,28,29,23,33
28,32,35,26,21,26,25,29,27,30
26,36,29,28,32,27,29,26,27,25
30,32,33,27,32,26,29,26,34,30
33,33,28,30,23,33,23,38,27,24
28,20,30,30,24,29,40,29,26,28
29,28,37,22,36,21,28,27,45,29
37,23,26,25,31,29,28,23,28,37
30,25,26,33,26,30,31,32,30,30
28,29,38,23,25,34,24,32,30,34
30,32,24,21,21,33,28,33,21,27
29,23,28,23,27,31,22,34,20,22
27,46,46,21,25,26,32,31,28,26
27,26,27,24,26,25,33,27,24,34
20,30,31,23,27,27,29,31,35,29
38,35,32,31,22,24,26,38,26,28
30,24,36,29,32,27,27,29,33,30
25,30,27,25,26,25,28,30,35,27
29,31,30,24,29,27,34,23,38,39
32,26,30,44,42,22,33,26,26,39
27,33,28,29,26,31,31,27,26,25
40,32,35,28,26,26,39,35,24,29
32,29,25,29,23,29,31,24,35,34
24,29,34,25,32,22,26,24,23,50
18,22,36,28,29,30,25,34,32,25
29,31,26,24,32,22,27,32,28,33
30,30,37,27,32,30,36,32,28,27
27,33,22,30,30,33,26,35,28,28
27,25,28,31,33,25,27,49,25,25
25,29,26,32,31,26,31,34,24,27
25,24,28,30,28,28,29,23,31,28
27,30,28,29,31,27,25,26,31,32
32,28,27,28,28,23,26,32,32,34
21,27,37,28,29,44,28,23,40,28
32,25,31,26,24,25,27,37,33,29
25,22,30,30,35,21,29,32,24,35
22,31,28,20,32,23,36,26,25,30
30,27,31,34,26,35,22,29,32,28
31,31,40,31,30,32,27,29,27,39
26,30,29,23,28,24,35,27,26,31
27,28,35,30,25,28,26,34,23,22
22,32,31,26,26,26,25,24,26,24
24,25,29,32,27,29,29,22,45,28
29,33,35,27,21,29,33,36,31,34
26,26,31,29,24,28,32,27,27,37
25,22,30,28,30,32,30,29,33,30
20,28,37,28,42,26,28,24,26,28
25,25,30,27,30,26,26,36,35,35
24,24,26,23,26,30,35,28,40,27
32,25,24,25,23,27,36,25,29,32
26,23,25,29,21,25,24,40,25,25
36,28,26,24,32,24,25,24,30,30
33,31,27,22,27,33,43,28,30,23
24,24,26,31,32,26,32,24,32,30
24,29,26,27,24,22,28,24,24,24
28,27,28,24,35,24,27,25,28,23
26,25,27,22,23,22,25,22,25,28
24,25,29,22,26,25,29,21,22,26
24,20,42,36,28,23,25,24,28,21
29,37,30,27,37,25,32,18,23,27
31,26,37,22,30,27,29,30,26,28
33,31,26,24,29,25,31,33,29,26
25,34,27,32,27,35,28,26,19,24
28,33,34,27,27,28,30,30,33,27
26,26,31,28,25,30,33,25,36,28
28,26,28,20,27,35,32,33,32,54
27,31,31,25,27,33,32,32,27,26
24,27,28,21,23,29,30,33,25,28
29,27,31,28,29,32,24,29,21,34
27,26,27,24,28,22,36,26,28,31
36,25,28,22,27,22,37,27,27,22
24,26,37,25,27,25,34,23,34,31
28,31,35,22,23,28,34,30,31,22
28,26,24,23,32,27,27,25,24,27
29,30,31,24,25,28,29,29,30,31
32,30,27,31,33,24,30,36,24,30
33,24,24,23,36,31,42,22,29,23
36,32,36,22,23,25,28,23,36,24
31,35,43,31,24,29,31,30,25,30
24,30,26,25,20,25,25,37,21,21
