Board 1,Board 2,Board 3,Board 4,Board 5,Board 6,Board 7,Board 8,Board 9,Board 10
21,22,31,32,22,26,22,31,33,25
23,20,26,27,34,21,35,29,23,28
34,27,30,30,30,32,28,29,22,21
42,27,30,22,38,34,26,31,26,20
27,24,27,27,28,23,26,29,26,31
32,30,25,24,29,27,32,24,25,30
29,25,33,26,28,26,24,22,28,28
37,26,26,24,25,23,23,36,26,24
30,37,29,29,31,26,40,28,24,27
29,24,29,26,28,27,35,30,25,30
29,30,22,24,17,27,29,28,23,27
31,26,22,28,24,35,36,23,26,26
27,31,33,39,31,30,28,27,29,32
36,31,26,31,32,31,23,29,29,26
28,29,29,26,36,27,26,24,27,38
35,28,32,34,24,23,26,23,28,27
26,31,33,36,40,28,27,24,31,28
26,29,23,25,27,37,22,28,24,28
25,27,29,23,22,32,34,44,24,28
24,25,25,29,30,26,24,36,24,22
35,32,36,23,29,32,24,29,25,25
28,32,35,25,25,26,33,29,32,30
27,38,28,33,26,28,26,30,23,25
37,34,31,29,25,24,24,27,24,27
27,27,30,20,30,31,27,36,25,35
29,27,40,29,23,27,26,27,22,32
31,28,27,23,31,31,25,26,27,36
29,34,29,21,27,32,27,28,32,28
35,25,32,30,26,32,28,34,26,30
26,36,33,25,27,30,22,24,23,30
28,34,25,28,29,26,32,26,21,27
29,25,24,26,31,24,25,41,21,25
21,26,24,29,33,20,21,28,26,33
24,33,32,33,22,23,24,30,20,38
31,30,32,31,28,24,28,31,23,30
24,24,43,30,27,25,36,31,25,29
31,30,22,25,38,27,27,34,29,28
31,26,32,29,31,38,30,20,24,27
38,30,29,25,33,24,30,25,24,28
29,30,30,30,29,22,32,32,21,29
25,29,29,35,31,31,32,30,20,36
28,25,38,23,25,30,27,25,25,28
28,24,28,29,21,28,33,37,26,30
28,26,28,24,28,28,25,25,23,25
24,29,36,25,23,27,24,25,28,35
24,27,31,31,25,28,32,32,30,29
23,26,24,26,23,23,23,37,29,28
29,29,29,26,35,20,30,22,27,28
29,28,25,25,32,24,31,31,26,25
32,27,26,33,33,23,26,30,27,28
27,28,32,25,25,30,35,31,27,30
32,26,23,25,25,29,25,26,26,38
33,25,29,35,27,24,24,23,21,34
34,35,34,29,23,26,28,25,26,40
32,28,23,26,44,34,29,40,30,29
32,40,29,27,22,31,28,50,30,27
23,33,27,28,28,25,23,31,33,29
30,38,29,20,31,25,27,32,32,28
27,35,33,26,29,31,22,29,29,23
29,31,27,25,25,24,24,28,27,29
35,27,35,43,25,27,28,36,25,25
29,30,25,32,42,23,25,28,27,25
26,28,26,22,32,27,29,29,25,28
24,38,32,24,28,27,25,26,20,37
33,29,25,30,25,30,35,29,26,34
29,22,21,24,29,26,27,33,31,22
21,24,28,26,22,31,32,37,25,25
24,34,27,27,27,35,30,29,24,30
22,24,26,27,28,24,26,30,27,33
38,28,41,27,31,28,24,22,29,30
31,28,29,25,31,33,29,23,29,26
22,33,25,29,28,27,30,29,23,36
31,25,30,43,26,27,22,28,23,29
26,30,32,24,28,38,34,26,29,31
28,24,26,29,22,33,29,23,27,28
37,24,27,23,29,29,24,30,23,24
35,32,37,30,20,31,36,32,25,25
25,39,29,31,27,27,34,27,25,25
21,35,47,29,35,24,21,31,26,23
29,25,28,33,37,25,28,25,29,25
33,35,36,33,38,25,36,40,26,34
26,25,34,34,36,29,27,31,28,29
34,25,31,24,27,26,20,30,21,22
27,29,31,29,25,41,34,33,27,34
28,29,28,26,32,28,28,28,31,35
24,28,30,29,26,28,29,28,27,33
31,30,27,25,27,26,26,31,29,22
25,31,32,22,25,32,27,39,21,37
31,22,25,29,24,28,33,39,27,29
29,28,23,33,22,28,25,29,26,34
28,32,29,24,26,24,30,27,31,33
28,26,32,22,22,27,28,28,21,35
26,37,26,27,34,30,31,32,26,30
28,24,29,23,27,29,25,32,22,39
27,33,38,28,26,31,24,29,30,31
32,31,30,29,33,31,33,27,38,27
29,36,24,27,25,24,25,24,26,38
29,27,26,32,33,20,23,29,31,40
28,23,34,42,22,33,33,39,26,25
31,38,36,31,34,33,26,31,22,28
25,30,25,31,23,28,25,29,24,31
22,25,26,30,31,26,34,34,26,26
25,31,29,41,35,38,27,27,25,29
35,29,23,28,27,25,31,31,26,30
29,32,28,28,28,26,26,43,26,32
39,24,30,25,26,27,29,28,29,30
26,26,39,27,37,37,26,27,23,32
29,27,33,24,23,28,31,35,24,28
28,27,27,28,36,20,31,36,28,38
30,26,28,33,32,34,30,31,30,21
32,28,26,24,28,26,28,33,29,24
36,24,24,30,22,27,34,40,25,31
28,24,23,27,31,27,23,22,23,28
