Board 1,Board 2,Board 3,Board 4,Board 5,Board 6,Board 7,Board 8,Board 9,Board 10
29,35,33,29,34,33,31,26,34,32
37,26,28,40,30,31,27,26,33,32
23,44,26,30,33,38,28,33,31,26
36,36,32,34,30,39,35,34,35,27
29,34,29,27,37,28,39,31,33,29
31,36,30,32,28,35,42,31,30,35
45,34,27,30,30,31,31,33,35,33
31,31,36,29,27,37,24,31,37,36
32,35,32,31,33,33,35,44,30,29
39,31,28,22,29,30,48,36,32,39
39,31,30,34,37,34,25,28,28,26
28,42,33,28,35,44,28,27,35,40
26,28,32,31,29,33,34,35,37,36
35,33,32,33,28,23,26,23,37,25
21,34,34,33,37,35,33,27,30,23
41,32,30,26,27,30,26,29,27,23
43,27,35,27,26,28,34,26,45,24
33,40,31,27,38,29,27,34,34,32
29,40,37,32,36,27,35,29,33,35
26,31,36,28,31,33,34,27,35,29
31,29,26,30,40,33,30,32,33,34
26,35,36,29,32,37,37,26,29,37
37,36,35,30,27,34,30,27,34,27
30,47,34,28,35,29,28,29,35,42
29,29,37,34,25,40,37,30,33,31
36,34,27,25,37,45,33,33,29,38
21,28,31,28,32,27,36,36,34,34
30,33,30,31,31,36,34,31,31,25
37,34,27,31,24,26,34,23,37,31
29,49,27,32,26,37,30,25,26,25
39,32,27,29,28,39,24,32,35,39
35,27,38,29,28,28,35,40,37,32
26,31,32,37,24,23,34,33,28,31
35,24,32,27,34,35,28,39,24,34
23,38,31,27,37,41,26,37,42,28
26,25,28,29,30,26,31,27,37,35
36,27,40,35,29,28,34,42,32,30
41,33,22,24,29,30,31,34,41,42
26,35,25,27,43,32,25,37,39,27
44,29,33,28,27,27,50,33,29,26
53,34,33,32,37,44,25,30,26,30
31,26,46,34,29,38,31,37,33,37
33,30,39,33,42,38,29,53,33,39
35,40,31,29,31,32,34,46,27,28
32,51,32,37,28,32,26,31,23,22
24,23,27,24,37,34,32,41,33,48
32,23,34,37,40,28,27,34,25,24
28,31,30,31,36,34,30,28,27,24
34,34,31,27,35,34,46,33,30,36
25,32,25,29,32,30,37,28,25,32
34,39,26,33,30,29,29,21,31,25
29,31,33,35,34,36,41,37,25,29
30,32,26,42,36,42,28,24,26,30
33,34,31,28,33,24,27,25,26,23
31,49,27,29,51,35,35,29,30,37
30,43,42,35,23,38,42,41,30,30
28,30,35,32,34,32,28,30,35,26
43,32,33,31,32,35,36,38,24,25
39,30,34,35,26,31,39,29,29,30
30,38,39,37,37,31,29,35,24,25
34,34,24,30,28,28,42,25,29,26
32,33,27,33,41,26,25,25,25,32
29,39,29,34,26,41,29,36,26,26
44,34,35,34,38,30,29,27,25,32
31,38,33,25,33,25,27,29,29,25
38,39,27,30,19,38,28,28,43,27
25,33,28,26,29,33,30,27,38,25
31,35,32,35,34,37,37,41,35,43
44,21,27,33,35,32,36,31,28,32
29,31,38,35,31,36,42,19,36,40
29,29,44,34,35,45,32,28,26,34
31,25,30,34,39,32,46,37,28,38
48,31,45,27,30,28,36,39,28,33
46,34,33,35,34,30,39,34,28,29
31,36,24,23,26,28,31,39,29,38
34,40,36,29,38,29,25,30,28,26
25,36,31,28,35,40,38,35,36,38
34,27,28,36,33,26,27,28,31,26
36,33,28,23,32,34,36,30,37,29
34,32,30,36,35,37,37,31,31,30
24,49,28,30,34,26,22,37,34,42
40,30,27,30,37,33,32,30,34,34
31,28,30,32,34,32,28,30,32,31
33,24,30,43,25,24,36,32,32,36
28,32,25,34,31,45,36,28,28,31
43,33,34,30,32,28,27,36,29,38
27,40,24,28,27,35,28,26,39,34
32,38,27,26,34,29,33,24,31,38
31,39,38,36,31,29,45,31,28,31
24,33,26,33,32,36,24,31,29,33
30,30,29,32,39,34,37,28,22,24
42,36,31,28,30,32,36,37,30,38
30,34,31,29,28,31,40,35,41,32
31,32,25,30,40,40,30,30,24,27
29,30,39,30,33,31,27,31,29,43
37,29,39,20,27,28,34,19,25,36
42,33,31,43,26,27,39,30,32,26
41,35,28,29,36,52,24,41,29,31
38,38,30,37,28,41,31,32,41,35
31,39,35,31,30,29,48,31,28,36
24,29,27,30,31,32,33,31,37,29
34,36,25,35,29,26,31,32,27,24
23,45,45,26,26,29,28,38,34,23
38,37,32,34,30,41,31,31,29,24
33,26,38,29,25,29,35,33,30,30
30,45,33,24,24,33,30,33,29,39
31,42,43,25,42,43,33,37,34,37
29,42,27,27,31,30,34,29,32,20
30,37,27,31,26,47,35,30,33,30
28,31,33,29,35,53,37,33,24,28
41,36,32,25,34,42,28,31,24,24
29,35,29,35,32,46,38,23,33,28
34,34,35,30,38,32,38,38,32,34
40,44,35,36,28,32,42,27,21,36
30,29,21,29,40,34,49,34,26,30
34,31,34,34,20,30,27,29,40,32
29,41,24,22,23,39,24,39,30,33
29,24,32,35,37,38,32,29,24,32
32,40,39,31,26,21,43,35,24,29
25,28,24,27,28,67,26,27,35,31
36,38,36,30,29,36,26,29,29,27
40,26,29,36,25,28,26,33,29,28
38,37,22,26,44,38,35,30,27,30
26,30,31,28,33,31,29,38,29,39
31,29,34,30,24,26,53,39,38,25
33,28,33,35,29,49,25,39,26,31
47,31,37,26,30,30,42,29,26,37
30,29,28,23,24,40,30,26,34,28
33,33,34,34,29,30,30,34,33,27
31,28,34,25,25,53,33,45,36,24
41,26,41,29,30,28,30,33,32,31
27,31,40,37,22,30,31,32,32,24
38,36,27,30,42,36,30,27,32,31
27,34,24,28,36,24,32,37,33,37
40,29,30,30,31,35,30,30,36,34
32,30,35,32,27,28,48,29,25,32
24,38,32,28,30,33,29,45,31,32
46,43,28,36,35,37,27,39,25,37
31,34,28,27,30,28,31,35,39,27
41,33,29,30,30,25,34,26,20,51
37,27,36,34,34,28,37,29,34,38
22,35,28,35,24,32,33,27,29,43
33,25,25,29,36,27,39,32,27,32
32,39,32,35,36,60,32,27,44,37
29,34,32,23,35,28,31,26,32,27
40,36,20,36,25,31,33,28,27,30
39,34,38,30,30,35,41,23,33,33
38,28,32,35,30,29,31,29,24,29
38,39,33,34,31,21,37,31,33,37
26,27,25,27,34,32,40,29,37,34
31,33,29,29,26,29,27,33,40,37
26,45,36,28,25,44,37,34,26,24
41,42,28,34,35,31,39,36,31,25
23,29,34,32,24,31,29,27,25,26
33,35,31,26,31,37,33,39,26,30
28,20,34,25,37,49,25,32,34,38
25,26,33,32,27,37,38,43,34,34
32,27,28,26,30,21,32,40,29,45
28,37,32,34,32,29,29,34,30,36
33,41,38,31,28,30,30,31,29,29
28,31,45,33,42,39,36,26,27,27
32,26,36,43,34,26,38,34,36,31
40,25,23,34,26,28,35,29,31,28
31,48,44,33,23,33,40,38,42,36
26,22,28,29,24,29,37,26,31,41
41,29,36,36,28,35,34,34,43,34
41,30,31,25,24,24,52,28,40,31
35,50,36,34,45,29,41,29,20,26
27,37,26,34,25,26,29,34,29,25
30,34,31,32,30,29,23,30,26,37
29,23,30,29,33,31,26,29,36,34
34,31,27,42,35,32,42,40,29,34
27,27,32,24,28,21,29,39,31,34
31,40,28,40,39,33,32,36,30,33
24,37,33,29,32,33,26,30,35,32
33,31,27,32,30,35,48,32,34,30
45,41,34,30,29,31,29,35,41,24
22,28,34,34,24,32,28,27,36,28
25,22,27,32,27,31,28,33,33,24
36,37,23,29,24,31,35,44,26,27
29,34,27,26,40,50,32,29,34,32
24,34,39,28,38,29,25,36,22,31
45,32,25,29,36,24,25,26,28,47
23,26,39,31,35,34,29,28,37,27
34,32,30,32,35,31,26,29,24,48
27,27,37,30,27,30,40,32,27,33
34,33,36,28,41,31,36,31,36,40
28,32,27,35,38,27,33,28,28,31
30,29,30,27,32,38,32,28,35,21
41,33,33,31,36,27,41,24,30,25
33,27,28,31,35,24,33,39,30,30
32,31,28,32,30,30,34,30,39,36
27,44,33,21,28,30,27,31,38,27
32,42,31,33,27,30,40,31,30,40
25,36,24,21,26,35,35,35,30,27
39,29,27,30,37,32,28,32,30,25
29,48,24,31,30,36,31,29,23,25
25,37,33,37,27,24,28,25,29,24
29,31,28,30,27,35,30,24,27,26
26,52,31,30,30,38,36,30,33,44
30,28,28,27,36,40,33,35,31,27
33,36,27,28,32,27,32,34,31,30
26,30,41,24,30,37,26,35,35,28
26,48,30,33,23,29,30,30,31,30
37,27,27,27,37,39,33,31,30,20
35,39,28,29,42,29,51,23,34,25
27,31,34,31,28,25,29,50,24,32
29,32,22,21,31,30,39,32,29,33
39,36,32,26,28,25,32,35,34,22
29,30,32,29,28,27,42,31,29,37
28,27,32,32,25,24,27,32,29,34
37,25,41,40,26,31,34,40,35,33
31,28,55,29,31,32,35,25,37,31
46,33,31,37,38,38,33,35,25,26
26,34,27,35,43,33,39,27,31,23
33,34,31,34,33,52,43,32,37,35
23,35,21,28,29,22,33,32,32,31
29,35,29,39,33,32,25,34,26,27
22,35,26,25,30,54,33,34,30,33
35,29,39,34,36,30,27,28,28,35
28,35,39,23,27,28,29,48,40,29
26,33,32,28,28,37,29,23,34,21
31,51,34,27,34,23,36,35,37,33
28,28,27,40,33,28,35,28,34,39
29,28,33,30,25,45,28,28,26,33
32,35,29,35,35,47,34,26,28,26
23,28,25,26,26,41,28,29,26,40
32,41,29,24,38,48,27,34,26,34
27,28,33,29,31,34,30,36,25,26
31,44,30,24,31,27,31,27,25,41
33,62,34,36,22,26,30,24,31,40
33,25,32,38,33,29,31,23,32,24
32,30,28,29,29,37,35,28,34,52
41,30,29,33,34,33,28,31,26,29
34,34,30,27,30,34,25,28,28,39
56,25,36,25,39,37,31,27,24,26
32,31,28,22,26,34,33,31,32,50
30,26,32,36,46,32,32,42,34,24
25,41,27,29,30,21,47,25,28,23
29,30,25,32,28,26,27,37,21,24
33,28,27,31,32,34,35,34,39,34
38,34,29,24,29,33,27,37,31,29
38,43,27,27,41,24,31,37,32,32
38,27,36,30,34,25,26,49,28,28
34,30,30,29,33,31,26,37,25,31
24,31,28,25,28,32,30,35,34,33
31,36,24,27,37,37,25,38,31,30
28,30,28,26,37,35,27,26,27,21
28,38,31,29,37,25,35,27,30,44
26,31,34,29,30,34,26,43,29,28
29,26,45,23,41,26,36,37,33,32
29,38,37,31,29,41,32,27,36,29
40,37,36,37,37,37,31,31,29,29
27,42,32,29,33,41,37,34,26,33
27,25,32,26,30,33,26,31,36,37
37,33,32,28,26,25,33,31,27,49
38,30,39,35,29,25,26,26,29,36
28,33,19,35,26,36,33,26,29,36
27,49,26,30,29,40,37,27,22,34
38,34,28,41,32,37,28,31,22,27
30,25,28,31,29,27,25,22,37,26
28,27,29,34,28,34,35,36,38,29
35,39,31,31,20,28,26,26,32,31
30,34,23,40,37,21,38,32,30,33
29,24,27,30,25,31,33,23,33,24
59,37,31,32,37,22,30,34,22,40
29,35,33,28,38,36,44,33,30,45
27,32,31,27,22,26,28,39,33,34
37,29,39,33,48,39,37,31,35,33
26,44,31,47,23,28,30,34,43,20
27,38,39,30,32,40,32,20,27,23
36,26,39,36,34,31,34,32,26,37
28,53,33,28,45,29,39,25,26,28
28,30,24,27,30,28,24,40,23,29
34,41,34,32,25,34,30,26,34,30
32,38,25,41,25,31,33,30,32,25
35,31,24,31,42,25,34,27,42,30
39,32,37,29,43,38,24,39,28,34
27,33,32,36,33,37,28,31,25,33
22,32,36,34,38,32,35,34,37,39
32,38,35,31,29,37,30,27,26,28
29,33,30,29,31,39,36,37,31,24
23,25,26,24,30,47,31,28,29,29
27,28,23,27,26,36,28,33,26,40
28,36,30,27,30,45,30,37,30,35
32,31,38,27,32,27,32,35,31,25
44,39,25,32,41,31,31,28,38,26
30,30,30,33,39,41,29,30,25,32
33,37,37,28,26,27,31,34,36,24
28,27,31,29,27,32,29,29,28,24
38,44,22,29,34,39,38,33,31,28
28,32,28,33,23,32,28,33,26,28
27,41,33,28,30,39,26,35,39,33
43,33,34,35,27,30,30,27,35,37
26,27,32,45,36,30,30,37,31,31
23,31,25,29,30,38,49,27,42,31
35,43,36,32,34,25,27,31,33,31
46,30,42,44,39,26,34,33,24,30
33,32,40,28,34,28,35,44,32,28
34,32,28,34,27,37,24,26,33,44
36,26,32,36,29,31,32,27,38,26
32,35,35,31,31,36,36,30,33,39
30,32,35,28,33,29,32,31,33,30
35,32,32,31,35,34,26,29,30,28
29,29,27,33,33,34,29,29,30,25
25,36,39,29,41,26,45,34,29,24
25,31,27,26,33,39,29,41,35,35
36,30,31,27,25,28,31,25,28,41
35,30,31,29,25,31,30,30,27,37
34,25,28,28,38,36,45,35,35,27
33,46,32,25,32,35,30,27,25,23
27,42,24,28,29,33,30,28,33,34
33,39,32,23,38,41,33,41,30,32
37,35,27,24,27,32,35,42,42,32
33,44,45,25,30,26,29,35,30,27
33,30,28,38,29,34,28,28,33,24
25,25,26,45,27,25,41,35,29,29
44,36,26,46,28,30,29,32,38,30
31,26,51,36,23,49,32,33,39,35
27,34,30,36,29,35,33,34,32,27
35,26,38,31,22,44,28,31,32,32
22,30,30,34,26,22,34,32,27,29
37,27,37,38,32,23,30,29,24,34
29,37,29,25,26,41,26,39,32,28
47,43,36,36,31,27,35,32,36,38
28,33,36,40,29,27,34,35,25,30
27,22,36,35,29,29,27,28,31,34
25,33,27,34,27,39,34,26,28,33
29,24,28,31,38,31,26,34,31,33
34,33,28,27,26,24,29,28,26,41
30,32,33,29,37,32,34,25,28,33
29,35,27,26,30,35,30,24,35,36
49,35,32,34,33,32,32,34,37,27
34,28,40,32,26,42,33,32,36,34
39,32,30,29,32,42,22,30,35,27
28,30,46,34,41,27,38,36,30,38
24,36,37,30,28,31,28,37,34,28
38,39,25,31,24,24,29,24,31,33
31,34,28,32,23,30,33,25,34,26
34,29,27,28,30,35,27,47,36,35
38,33,27,34,29,29,29,30,34,33
27,29,29,28,30,37,37,35,37,41
32,30,32,25,36,35,32,29,30,33
30,31,29,30,35,34,28,41,30,33
30,28,31,27,29,48,27,31,37,26
33,41,32,28,31,33,26,53,33,27
22,31,22,42,25,33,27,28,44,27
26,29,35,38,41,27,35,29,38,30
29,34,27,28,46,32,37,28,37,28
31,44,29,26,35,31,26,28,23,27
27,32,30,29,39,35,34,33,33,27
23,29,36,33,34,24,22,31,23,26
29,35,37,30,33,34,28,34,28,40
24,32,27,36,32,34,27,29,27,36
36,33,31,23,44,23,28,36,35,22
28,37,36,33,29,41,31,35,35,34
27,41,32,36,46,33,32,34,43,35
28,34,31,28,41,42,35,28,50,30
30,26,27,22,31,38,32,41,26,35
27,37,26,39,30,22,36,39,40,22
31,28,35,30,30,46,25,30,30,35
54,38,32,32,31,40,34,36,29,30
31,31,36,31,25,24,34,36,28,34
33,35,30,25,27,52,39,39,25,37
43,29,27,34,23,25,27,35,24,29
35,42,36,34,29,28,28,34,25,38
28,34,24,26,24,29,29,37,29,43
38,38,28,25,46,27,28,40,32,32
26,35,32,26,35,26,29,39,34,32
35,29,27,22,26,36,25,21,28,43
25,34,30,23,25,41,36,33,27,29
31,36,24,27,34,37,28,33,32,28
34,29,55,22,21,24,27,40,40,32
25,30,33,36,30,31,34,41,29,31
32,33,20,22,34,26,26,27,30,26
31,30,34,24,32,44,26,34,35,28
33,33,29,24,30,29,38,26,32,32
34,27,24,27,32,35,27,34,41,33
32,34,31,36,25,43,31,24,37,39
36,38,31,24,30,32,38,31,29,31
28,30,32,35,32,27,36,28,33,28
35,25,29,25,34,28,31,36,32,30
31,34,40,25,22,35,39,27,29,27
33,35,25,30,45,31,32,30,36,36
27,26,37,26,27,32,38,35,37,37
33,28,33,26,36,32,34,28,30,24
32,26,24,31,42,27,39,26,34,38
24,39,43,28,27,36,31,28,28,33
28,27,38,26,26,37,49,30,29,26
32,27,30,24,39,46,36,30,33,44
29,43,36,29,32,36,29,32,39,32
31,32,32,29,24,36,36,30,29,33
26,25,40,25,41,38,31,49,23,33
29,32,29,35,27,33,42,32,31,30
30,28,31,29,30,48,34,23,27,29
32,29,24,28,29,30,41,35,27,37
32,33,37,30,31,29,31,29,62,42
25,27,31,35,32,26,47,34,26,31
31,32,25,25,22,33,31,33,41,33
27,27,24,37,41,38,52,25,27,31
26,40,31,37,34,28,24,31,32,28
26,29,29,31,30,32,54,31,34,36
24,34,33,39,33,40,31,34,25,39
33,27,30,34,35,38,37,33,41,29
25,32,53,25,29,35,35,25,25,32
36,37,31,24,27,42,33,37,33,48
41,31,35,45,29,38,41,45,32,34
30,35,29,28,42,26,30,28,28,42
32,30,30,30,33,43,36,34,23,33
32,27,38,28,25,29,39,27,28,31
36,37,37,31,38,28,39,31,34,31
45,30,28,32,29,37,39,39,29,30
25,36,27,29,28,34,30,28,27,29
33,32,34,30,34,23,34,38,32,30
40,29,30,25,28,32,27,23,26,24
45,40,26,36,29,39,50,37,40,28
35,35,22,29,35,37,33,29,30,34
38,24,32,26,40,27,26,45,24,35
38,39,35,35,25,31,35,34,31,33
37,34,34,28,29,27,31,37,30,34
27,29,29,40,24,42,23,32,27,29
30,29,33,28,28,29,44,39,24,36
31,32,26,29,31,45,38,30,36,35
29,30,22,34,31,31,44,36,35,28
24,39,31,31,23,35,31,30,30,35
26,40,27,29,30,26,27,42,31,27
23,35,22,30,29,28,30,32,25,35
29,35,31,39,25,31,29,23,28,38
32,35,31,31,26,37,36,28,36,34
31,44,30,32,23,26,39,34,39,22
36,35,29,30,28,26,24,37,31,35
25,31,34,30,23,33,29,47,36,28
24,37,34,32,42,25,33,36,28,40
32,33,36,26,31,34,30,40,32,32
27,36,49,26,40,38,26,40,37,26
38,38,27,27,33,37,23,29,41,42
42,32,44,24,35,48,37,30,29,20
25,30,31,23,23,27,38,25,30,25
28,31,23,24,29,31,33,30,24,30
32,35,28,29,31,30,27,35,25,34
37,28,28,31,33,31,34,41,29,27
22,42,26,25,35,28,31,36,37,31
37,38,33,34,32,26,23,39,27,23
29,35,35,35,29,29,31,34,34,34
46,44,32,26,36,36,35,43,37,35
30,50,23,34,28,45,30,30,33,30
35,28,25,42,42,24,32,26,38,34
32,41,35,35,31,27,27,27,32,30
36,33,33,32,24,53,30,30,30,27
28,33,32,20,28,35,33,32,27,32
19,38,24,27,35,36,30,29,29,26
32,32,26,45,31,28,39,39,33,26
28,26,36,46,26,36,26,35,30,31
49,28,30,27,29,32,29,25,27,34
27,28,28,27,34,33,35,30,45,24
39,33,38,35,30,33,46,28,27,28
32,41,39,31,42,35,26,34,37,37
30,28,40,25,22,40,31,27,28,27
32,22,32,31,32,33,27,29,37,26
38,22,32,26,32,39,38,33,33,30
39,34,23,31,38,24,43,32,32,25
29,32,36,26,26,27,37,38,24,35
33,24,29,36,36,37,35,38,33,35
37,28,24,41,26,43,26,40,26,28
28,30,31,35,35,43,34,33,21,29
30,25,27,36,28,31,30,39,29,31
41,28,27,26,35,20,32,33,30,31
35,27,23,40,30,26,27,31,32,29
37,21,36,34,28,31,32,30,30,44
35,27,23,30,25,28,29,31,27,29
35,33,30,29,37,33,40,38,34,32
25,48,25,32,30,36,30,37,26,37
34,39,26,25,30,21,38,24,30,26
29,24,24,30,34,34,26,38,26,29
34,27,25,19,31,30,26,39,34,27
34,33,29,34,26,33,37,26,38,30
28,28,31,22,27,34,35,34,31,36
39,39,26,22,34,24,32,36,25,35
27,24,30,35,34,41,35,37,25,36
30,32,38,25,34,22,37,26,35,47
36,26,22,40,30,37,31,33,28,33
39,29,31,34,36,28,28,29,31,29
30,30,39,31,30,30,28,42,23,29
40,38,28,34,37,38,29,30,28,20
29,30,32,43,26,40,24,33,31,33
40,29,22,30,42,43,28,33,26,26
34,37,29,31,31,28,43,32,34,33
37,25,34,26,36,31,28,36,30,29
42,26,28,28,30,36,30,29,36,27
32,39,41,32,29,28,46,36,35,38
39,37,28,25,26,39,32,26,41,32
29,33,25,30,37,33,27,35,26,29
22,30,23,24,31,32,39,31,31,29
41,30,25,48,39,52,29,36,34,40
31,35,28,27,34,29,29,26,30,30
35,38,42,36,34,40,38,26,43,34
32,33,28,28,47,26,30,30,24,26
34,37,26,29,32,33,33,32,42,34
28,32,36,29,26,31,37,28,34,31
49,28,32,30,43,47,29,31,33,27
29,31,24,28,38,22,37,29,36,30
44,32,29,29,32,30,35,33,26,24
29,30,28,34,35,34,33,36,31,21
33,40,38,25,25,42,37,30,33,34
35,34,36,33,33,52,28,34,23,34
26,47,25,31,28,45,30,31,28,47
31,39,38,43,22,32,29,33,30,31
38,27,38,30,32,33,28,27,28,27
47,39,24,31,36,41,29,23,31,29
36,31,39,36,47,42,28,29,29,33
28,33,42,33,29,36,41,27,30,32
42,32,33,33,28,24,38,23,42,25
49,36,35,28,39,39,28,39,23,30
42,29,25,26,29,30,27,36,24,28
27,22,26,31,27,46,34,29,30,29
38,31,47,25,37,36,50,34,36,35
30,32,27,30,30,33,23,31,29,29
37,47,35,27,27,36,36,32,35,25
32,31,27,25,25,24,31,35,31,43
35,43,27,40,26,29,51,37,26,25
28,31,31,34,28,33,26,28,33,35
21,27,37,34,36,29,32,26,24,33
29,27,30,33,35,26,23,23,32,24
30,33,35,32,27,42,28,32,27,23
36,33,32,28,30,34,40,32,24,27
34,32,28,38,39,32,28,31,26,28
43,40,27,32,27,24,37,23,26,41
36,48,33,26,34,31,43,21,29,33
35,33,34,30,33,29,24,26,29,27
34,30,32,30,33,25,40,32,29,34
20,37,24,40,26,32,31,24,34,29
26,30,35,25,30,31,36,31,33,24
22,30,26,31,28,28,32,39,31,26
47,32,27,31,28,31,26,32,27,26
31,33,27,35,28,42,25,37,32,37
