Board 1,Board 2,Board 3,Board 4,Board 5,Board 6,Board 7,Board 8,Board 9,Board 10
30,33,33,51,48,29,40,37,24,28
33,27,33,37,31,32,20,29,41,27
46,45,35,33,29,35,29,44,42,33
40,31,25,40,32,39,32,39,35,33
44,27,36,27,35,29,29,33,25,28
34,31,36,35,32,37,29,40,30,30
29,28,30,42,38,34,34,32,32,31
26,39,33,28,34,28,36,33,29,31
33,35,41,31,31,33,40,31,24,28
38,30,34,35,43,45,31,33,31,36
28,35,31,30,28,34,54,39,30,27
36,32,29,41,30,41,30,35,28,25
35,31,34,32,30,25,31,34,35,27
34,28,26,32,40,36,34,36,26,28
32,31,31,37,48,30,33,53,29,26
30,31,41,31,40,38,29,31,40,32
28,31,37,34,41,28,31,32,47,27
36,27,34,29,43,34,35,40,29,33
28,47,39,32,32,47,37,35,42,41
30,27,41,32,36,31,43,29,36,25
31,25,43,51,29,37,37,33,37,31
24,28,25,29,30,34,36,37,36,34
28,29,30,36,30,27,28,35,22,33
30,26,36,27,28,37,28,35,28,29
25,30,38,25,26,35,31,28,28,30
40,34,45,44,32,30,30,33,24,31
27,30,36,26,45,31,31,34,26,27
40,21,36,31,39,32,30,32,37,51
37,36,33,27,36,28,28,31,28,34
38,32,32,44,28,34,28,33,25,33
25,44,37,29,41,28,25,38,32,30
32,35,35,29,33,33,35,43,29,22
34,46,27,29,38,32,46,42,40,31
33,33,39,38,39,39,34,27,30,36
28,29,26,31,45,32,28,26,33,35
38,36,27,27,28,45,25,32,39,31
37,32,26,38,41,40,39,35,39,32
30,27,35,38,32,41,37,36,26,29
30,35,37,30,27,39,27,42,29,26
35,43,31,34,37,31,27,35,31,27
30,27,38,33,27,31,28,31,31,37
30,33,33,40,34,39,38,33,32,34
28,48,28,30,35,33,30,42,28,37
27,39,33,31,40,31,38,30,39,24
30,26,46,34,36,36,32,37,34,36
31,39,27,30,46,28,32,34,34,44
32,32,32,47,44,37,21,33,33,42
31,32,32,30,42,23,33,38,34,29
40,27,41,31,40,31,30,33,34,26
31,43,38,31,34,58,30,31,29,33
27,29,32,31,34,30,24,34,27,31
28,32,42,27,33,35,33,30,28,35
21,31,27,37,35,31,46,29,31,31
26,28,33,34,34,26,37,33,24,29
28,38,32,28,52,32,34,31,30,34
23,31,29,31,30,45,35,27,35,26
31,30,26,33,44,31,36,31,38,28
34,37,38,33,53,33,39,31,50,25
34,29,26,29,29,23,31,31,42,36
27,34,30,32,48,39,29,27,23,30
36,36,34,36,27,32,39,36,35,33
38,33,34,39,34,37,19,41,34,33
32,36,32,25,48,37,37,49,53,31
33,43,46,32,31,33,32,37,26,27
32,30,28,36,44,35,30,46,34,38
28,30,38,31,38,37,28,33,27,33
24,32,23,36,38,38,31,37,42,25
29,31,27,42,33,35,28,36,30,28
32,27,23,35,40,39,40,32,34,38
35,38,41,36,41,41,47,42,35,25
29,31,24,35,33,38,39,36,32,28
22,31,44,37,35,31,45,34,35,29
33,25,31,36,35,39,37,35,23,28
31,41,27,26,37,30,23,41,32,23
29,37,38,29,53,22,24,31,43,29
31,29,53,26,36,40,29,27,22,31
34,33,30,37,39,31,29,39,33,29
39,29,39,37,35,26,40,31,41,28
32,33,32,35,34,39,28,46,29,34
36,32,27,42,38,37,33,41,28,25
31,28,32,33,39,28,33,29,41,28
31,40,30,34,40,42,26,30,41,25
46,29,26,27,27,38,33,27,46,24
35,26,23,33,25,41,39,35,38,37
41,36,33,34,47,39,45,25,31,27
40,33,27,31,35,48,27,38,41,25
41,39,33,32,34,32,28,38,36,37
39,31,31,28,33,48,34,33,28,27
33,40,36,29,39,27,27,33,34,32
38,35,29,30,41,34,33,31,25,32
37,31,29,40,36,38,34,31,30,38
38,29,36,30,43,28,40,30,30,28
30,26,36,30,37,38,40,34,31,36
33,26,40,33,35,25,25,28,29,39
32,38,29,40,59,33,34,38,38,30
29,37,33,32,39,35,37,27,31,32
24,31,43,31,40,29,37,36,36,33
41,33,27,33,48,28,32,39,42,30
43,29,34,31,41,28,29,43,32,37
31,29,33,35,27,40,31,35,31,25
34,32,33,34,42,24,36,26,28,28
29,26,31,34,42,39,36,36,29,24
33,35,31,28,36,48,25,40,36,32
20,32,45,36,34,29,30,43,24,39
52,34,29,39,41,49,29,34,22,32
33,40,38,31,30,30,39,39,30,22
27,33,37,39,35,32,36,26,39,32
28,32,42,37,27,27,32,39,39,36
39,36,40,32,38,32,38,28,25,37
32,24,36,34,51,27,37,26,42,36
23,36,34,29,34,33,36,33,25,27
27,36,31,32,37,40,29,40,29,28
38,37,38,30,32,29,38,27,53,25
33,30,27,29,35,37,30,39,33,37
31,30,43,32,41,38,30,30,37,31
33,31,33,37,41,31,26,28,29,25
25,34,46,27,38,40,35,31,27,32
30,33,31,27,56,39,32,30,36,26
29,31,47,42,42,37,32,45,33,30
23,31,41,30,39,25,37,34,38,25
50,25,40,30,36,39,33,38,50,49
37,41,24,39,28,29,18,35,53,53
29,35,32,28,35,36,31,30,38,30
41,26,36,40,44,30,33,26,30,23
32,25,43,34,27,35,35,33,21,30
36,30,24,41,40,32,34,51,29,35
36,31,29,46,34,35,46,29,42,30
30,32,29,32,32,29,26,40,42,31
38,26,27,34,37,30,28,49,35,27
38,30,25,30,37,38,34,35,25,29
32,46,30,32,45,37,24,36,32,27
28,28,33,33,36,46,32,37,33,28
37,21,25,37,41,36,34,46,30,31
29,25,30,28,26,35,30,33,31,31
38,32,27,36,30,36,39,40,34,36
35,32,41,28,23,32,33,45,32,29
34,30,29,28,41,48,35,44,51,27
30,29,29,29,39,41,36,46,30,30
27,26,30,27,36,41,22,24,26,36
33,35,37,24,38,36,30,35,33,31
33,39,24,33,46,48,35,38,33,26
27,30,30,27,31,36,36,37,33,34
31,43,29,29,25,30,30,33,30,27
31,27,25,32,31,28,38,33,26,34
30,23,37,32,48,45,42,34,32,31
42,35,32,35,33,40,44,34,40,30
54,39,25,36,27,45,30,35,27,29
33,33,31,39,40,30,31,31,36,30
24,25,40,25,39,33,38,33,35,36
29,38,29,32,27,38,39,32,31,32
28,29,34,34,31,34,35,29,37,31
24,31,33,42,40,30,36,37,26,27
31,41,35,28,33,32,42,37,30,28
29,25,40,35,43,33,44,31,36,25
33,37,52,34,30,43,38,40,28,37
33,30,27,26,55,31,26,26,33,40
25,39,29,27,41,35,24,34,27,29
26,37,35,26,36,42,47,36,31,44
24,26,35,49,46,38,35,33,31,30
50,28,38,41,36,29,39,33,42,30
49,28,31,31,31,35,27,26,30,28
33,31,32,27,28,40,30,30,37,29
27,24,44,33,32,33,33,36,40,29
35,28,35,46,36,33,39,30,36,31
36,37,35,26,27,34,42,28,38,31
38,19,30,23,36,27,33,45,31,29
46,32,31,31,31,45,36,27,39,37
34,31,27,23,40,32,24,46,34,35
34,39,23,28,39,36,32,37,47,33
27,35,35,33,28,36,34,35,31,36
27,32,30,29,34,35,34,38,37,39
42,29,37,35,37,31,24,30,27,39
22,42,32,34,34,35,34,36,33,27
29,21,28,30,39,45,33,33,42,38
