Board 1,Board 2,Board 3,Board 4,Board 5,Board 6,Board 7,Board 8,Board 9,Board 10
23,25,27,23,24,28,24,28,26,22
26,26,30,35,24,24,25,29,31,30
33,24,25,30,30,28,25,23,36,24
24,26,33,25,28,22,27,25,27,25
23,24,25,26,23,25,24,24,39,22
26,27,32,29,26,28,22,28,41,29
24,39,26,28,29,28,31,31,28,28
23,29,37,31,24,40,21,28,28,29
25,31,30,24,23,33,26,31,33,31
21,28,32,29,28,31,23,27,36,31
23,26,25,29,23,32,22,31,26,24
26,26,27,25,38,26,27,25,29,29
23,29,26,28,31,33,23,21,40,31
26,21,31,25,26,28,29,24,27,36
25,30,22,24,25,23,28,26,27,34
20,25,22,27,26,31,24,27,31,27
32,27,30,32,26,37,27,27,33,24
29,28,27,27,23,23,27,24,65,28
38,21,25,26,29,28,24,28,27,27
34,23,33,29,28,28,28,26,25,27
38,28,25,30,31,30,25,33,27,23
33,29,24,28,28,30,29,30,29,29
30,29,26,28,25,31,28,20,29,30
27,30,31,23,25,36,29,22,24,31
32,27,27,25,30,29,21,22,24,24
24,28,29,30,21,27,25,23,22,31
32,29,25,28,30,28,28,26,31,30
25,24,25,27,33,24,29,24,30,30
26,31,25,30,24,26,25,26,33,27
29,24,23,30,26,29,23,35,31,30
24,28,24,31,25,29,31,26,33,28
20,24,27,31,24,30,25,26,25,30
19,28,23,29,23,23,24,23,21,22
24,31,31,32,35,32,25,24,29,23
26,25,26,24,35,29,26,27,28,29
34,21,25,30,35,30,25,34,37,29
33,33,25,30,28,21,22,21,28,28
23,26,30,33,29,22,26,27,28,29
26,22,31,26,27,28,27,34,25,32
26,20,28,23,28,26,24,28,32,28
23,26,38,34,25,28,31,27,32,29
24,43,25,25,23,25,29,28,24,26
32,31,27,34,32,30,31,25,26,22
24,35,28,25,23,28,27,25,24,21
29,30,27,25,31,32,23,20,34,21
28,25,24,30,32,33,24,21,33,39
27,27,26,26,29,30,26,26,39,20
23,34,30,27,30,27,27,30,28,29
